log_params,gpu_count,tdp_w,batch_size,log_flops,log_tokens,precision,task,train_type,energy_kwh,log_energy_kwh,source,original_file,row_id
9.431363764319837,1.0,400.0,64.0,20.20951501454263,10.00000000004343,fp32,summarization,pre-train,0.1003122567101737,-0.9986459992190309,synthetic,data/synthetic_energy_data.csv,3208
8.55022835427846,1.0,400.0,256.0,17.328379603438737,8.000000004342946,fp16,question-answering,benchmark_training,0.0052843122762256,-2.2770115256838723,synthetic,data/synthetic_energy_data.csv,3209
8.55022835427846,2.0,700.0,8.0,17.027349607774756,7.698970013021908,fp16,summarization,fine-tune,0.0181051034565157,-1.74219898918635,synthetic,data/synthetic_energy_data.csv,3210
8.55022835427846,32.0,1000.0,512.0,18.328379603438737,9.000000000434294,bf16,training_benchmark,benchmark_training,0.4472569156016499,-0.3494429355355123,synthetic,data/synthetic_energy_data.csv,3211
8.880813592852231,8.0,1000.0,64.0,18.658964842664435,9.000000000434294,bf16,training_benchmark,fine-tune,0.0943296296726105,-1.0253518705486357,synthetic,data/synthetic_energy_data.csv,3212
8.55022835427846,4.0,700.0,8.0,18.027349607774756,8.698970005204608,fp16,summarization,fine-tune,0.0322801438460358,-1.491064538652557,synthetic,data/synthetic_energy_data.csv,3213
10.845098040020462,256.0,700.0,8.0,20.32221929473392,8.698970005204608,bf16,training_benchmark,benchmark_training,2.8101718918111875,0.44873288552141455,synthetic,data/synthetic_energy_data.csv,3214
8.096910016482413,8.0,700.0,256.0,16.57403126772772,7.698970013021908,fp32,image-classification,benchmark_training,0.0738577636129079,-1.1316038467700376,synthetic,data/synthetic_energy_data.csv,3215
7.913813857679991,256.0,700.0,512.0,16.390935107103378,7.698970013021908,fp32,training_benchmark,fine-tune,2.259409574369694,0.35399496476962855,synthetic,data/synthetic_energy_data.csv,3216
10.845098040020462,4.0,300.0,512.0,19.32221929473392,7.698970013021908,fp32,text-generation,fine-tune,0.0154583252264068,-1.8108375598568436,synthetic,data/synthetic_energy_data.csv,3217
9.431363764319837,256.0,700.0,256.0,20.686636269262294,10.477121254734138,fp32,training_benchmark,pre-train,2.499691617418021,0.3978864338261924,synthetic,data/synthetic_energy_data.csv,3218
9.826074802765646,256.0,1000.0,64.0,18.30319605742049,7.698970013021908,fp16,translation,fine-tune,3.183782826531392,0.5029434358069123,synthetic,data/synthetic_energy_data.csv,3219
10.53147891705503,256.0,300.0,32.0,19.008600171761916,7.698970013021908,fp16,question-answering,benchmark_training,1.0442683339742354,0.018812108810460006,synthetic,data/synthetic_energy_data.csv,3220
9.826074802765646,16.0,700.0,512.0,18.30319605742049,7.698970013021908,fp32,training_benchmark,fine-tune,0.1761170555660042,-0.7541985839559034,synthetic,data/synthetic_energy_data.csv,3221
9.826074802765646,256.0,400.0,64.0,19.60422605308447,9.000000000434294,fp16,training_benchmark,benchmark_training,1.413243629456923,0.15021703644742904,synthetic,data/synthetic_energy_data.csv,3222
8.880813592852231,256.0,1000.0,32.0,18.658964842664435,9.000000000434294,bf16,summarization,benchmark_training,3.152064294425601,0.4985950674563109,synthetic,data/synthetic_energy_data.csv,3223
9.11394335264091,16.0,1000.0,512.0,18.89209460269048,9.000000000434294,bf16,text-generation,benchmark_training,0.1798014205765688,-0.7452068813117569,synthetic,data/synthetic_energy_data.csv,3224
8.55022835427846,16.0,700.0,256.0,17.328379603438737,8.000000004342946,fp32,text-generation,benchmark_training,0.1627490199177798,-0.7884816180936056,synthetic,data/synthetic_energy_data.csv,3225
9.826074802765646,4.0,400.0,8.0,19.30319605742049,8.698970005204608,fp32,image-classification,fine-tune,0.0207036173492391,-1.6839537677042873,synthetic,data/synthetic_energy_data.csv,3226
8.096910016482413,16.0,70.0,16.0,16.8750612633917,8.000000004342946,bf16,translation,benchmark_training,0.0145496371637282,-1.8371478369018186,synthetic,data/synthetic_energy_data.csv,3227
8.096910016482413,128.0,700.0,128.0,16.57403126772772,7.698970013021908,bf16,training_benchmark,fine-tune,1.2133236390359594,0.08397665898707918,synthetic,data/synthetic_energy_data.csv,3228
9.8450980400763,4.0,1200.0,512.0,19.32221929473392,8.698970005204608,fp16,question-answering,benchmark_training,0.0603126085128379,-1.2195918879403715,synthetic,data/synthetic_energy_data.csv,3229
10.53147891705503,4.0,300.0,128.0,19.008600171761916,7.698970013021908,bf16,image-classification,fine-tune,0.014913150430292,-1.8264306013516767,synthetic,data/synthetic_energy_data.csv,3230
7.913813857679991,64.0,700.0,64.0,16.69196510276736,8.000000004342946,fp16,text-generation,benchmark_training,0.578614721124291,-0.2376105212208443,synthetic,data/synthetic_energy_data.csv,3231
7.913813857679991,1.0,70.0,32.0,17.390935107103378,8.698970005204608,fp32,training_benchmark,fine-tune,0.0009076734935617,-3.0420703469033574,synthetic,data/synthetic_energy_data.csv,3232
8.880813592852231,8.0,1000.0,512.0,19.658964842664435,10.00000000004343,fp32,text-generation,pre-train,0.1050762128254521,-0.9784955885187039,synthetic,data/synthetic_energy_data.csv,3233
9.431363764319837,16.0,400.0,16.0,17.90848501887865,7.698970013021908,bf16,image-classification,benchmark_training,0.087423626184665,-1.0583711836696421,synthetic,data/synthetic_energy_data.csv,3234
9.431363764319837,64.0,400.0,512.0,17.90848501887865,7.698970013021908,bf16,image-classification,benchmark_training,0.3815337894436698,-0.418466993963078,synthetic,data/synthetic_energy_data.csv,3235
7.913813857679991,64.0,1200.0,128.0,17.69196510276736,9.000000000434294,bf16,summarization,fine-tune,0.9777051804604396,-0.009792083660010662,synthetic,data/synthetic_energy_data.csv,3236
9.826074802765646,8.0,700.0,16.0,19.60422605308447,9.000000000434294,bf16,image-classification,benchmark_training,0.0616737003562284,-1.2098999935863493,synthetic,data/synthetic_energy_data.csv,3237
10.845098040020462,8.0,700.0,512.0,19.32221929473392,7.698970013021908,fp16,summarization,benchmark_training,0.066865150592486,-1.1748001729462576,synthetic,data/synthetic_energy_data.csv,3238
10.113943352340245,2.0,1000.0,256.0,19.89209460269048,9.000000000434294,bf16,summarization,fine-tune,0.024577552156281,-1.6094613736040748,synthetic,data/synthetic_energy_data.csv,3239
9.8450980400763,8.0,300.0,64.0,18.32221929473392,7.698970013021908,bf16,translation,fine-tune,0.0289810227454211,-1.5378862922652854,synthetic,data/synthetic_energy_data.csv,3240
8.096910016482413,4.0,700.0,256.0,16.8750612633917,8.000000004342946,bf16,image-classification,fine-tune,0.0331758733481734,-1.4791776355984154,synthetic,data/synthetic_energy_data.csv,3241
10.53147891705503,2.0,400.0,256.0,19.309630167425897,8.000000004342946,bf16,question-answering,benchmark_training,0.01165634809074,-1.9334374918119916,synthetic,data/synthetic_energy_data.csv,3242
9.431363764319837,128.0,400.0,256.0,19.20951501454263,9.000000000434294,bf16,training_benchmark,fine-tune,0.5985985350855191,-0.22286435031750132,synthetic,data/synthetic_energy_data.csv,3243
9.431363764319837,64.0,70.0,64.0,17.90848501887865,7.698970013021908,fp16,summarization,fine-tune,0.0534500968007119,-1.2720515039261675,synthetic,data/synthetic_energy_data.csv,3244
9.826074802765646,4.0,1000.0,8.0,18.30319605742049,7.698970013021908,bf16,question-answering,benchmark_training,0.0467675712508383,-1.3300551834322547,synthetic,data/synthetic_energy_data.csv,3245
10.845098040020462,8.0,700.0,512.0,20.6232492903979,9.000000000434294,fp32,question-answering,fine-tune,0.29449572074282,-0.5309210114754612,synthetic,data/synthetic_energy_data.csv,3246
10.53147891705503,64.0,1200.0,8.0,19.008600171761916,7.698970013021908,fp16,question-answering,benchmark_training,1.108364776926213,0.04468271574818959,synthetic,data/synthetic_energy_data.csv,3247
9.431363764319837,256.0,1000.0,256.0,18.90848501887865,8.698970005204608,fp32,question-answering,benchmark_training,2.827961540462393,0.45147349887361166,synthetic,data/synthetic_energy_data.csv,3248
9.431363764319837,4.0,1200.0,256.0,18.20951501454263,8.000000004342946,bf16,text-generation,benchmark_training,0.0732453115792892,-1.1352201692046944,synthetic,data/synthetic_energy_data.csv,3249
9.826074802765646,32.0,1000.0,256.0,21.081347307804133,10.477121254734138,fp16,question-answering,pre-train,0.5319209712749357,-0.27415288704463414,synthetic,data/synthetic_energy_data.csv,3250
10.53147891705503,2.0,1000.0,16.0,20.008600171761916,8.698970005204608,fp16,summarization,fine-tune,0.0280664783643169,-1.5518120769591732,synthetic,data/synthetic_energy_data.csv,3251
10.53147891705503,32.0,400.0,32.0,22.309630167425897,11.000000000004343,fp32,question-answering,pre-train,9.727839503719672,0.9880163967123862,synthetic,data/synthetic_energy_data.csv,3252
10.845098040020462,128.0,70.0,256.0,19.32221929473392,7.698970013021908,fp16,image-classification,benchmark_training,0.1084897996948666,-0.9646110926401509,synthetic,data/synthetic_energy_data.csv,3253
9.8450980400763,128.0,700.0,16.0,21.32221929473392,10.698970004344705,bf16,summarization,pre-train,1.4001185594623202,0.14616481249264815,synthetic,data/synthetic_energy_data.csv,3254
8.096910016482413,64.0,1200.0,64.0,17.8750612633917,9.000000000434294,fp32,question-answering,fine-tune,1.217608011981197,0.08550749713656249,synthetic,data/synthetic_energy_data.csv,3255
9.11394335264091,16.0,1200.0,128.0,18.5910646070265,8.698970005204608,fp16,training_benchmark,benchmark_training,0.2720692853770544,-0.5653204841084416,synthetic,data/synthetic_energy_data.csv,3256
9.826074802765646,2.0,700.0,128.0,19.30319605742049,8.698970005204608,fp32,question-answering,benchmark_training,0.022302195497375,-1.6516523815499973,synthetic,data/synthetic_energy_data.csv,3257
8.096910016482413,128.0,1000.0,16.0,17.57403126772772,8.698970005204608,fp16,summarization,benchmark_training,1.5204009379635215,0.18195812885546497,synthetic,data/synthetic_energy_data.csv,3258
8.880813592852231,256.0,1000.0,512.0,20.357934847000454,10.698970004344705,bf16,text-generation,pre-train,3.832109967550229,0.5834379632496701,synthetic,data/synthetic_energy_data.csv,3259
10.53147891705503,16.0,70.0,32.0,19.309630167425897,8.000000004342946,fp16,text-generation,benchmark_training,0.0145550120775215,-1.8369874298542486,synthetic,data/synthetic_energy_data.csv,3260
10.845098040020462,1.0,1000.0,32.0,19.6232492903979,8.000000004342946,fp32,text-generation,fine-tune,0.0215885245597995,-1.6657770379544885,synthetic,data/synthetic_energy_data.csv,3261
9.826074802765646,128.0,400.0,8.0,20.60422605308447,10.00000000004343,fp16,summarization,pre-train,0.7020438913260343,-0.15363573521375132,synthetic,data/synthetic_energy_data.csv,3262
7.913813857679991,16.0,400.0,128.0,16.390935107103378,7.698970013021908,fp16,translation,benchmark_training,0.0732546098821428,-1.1351650401427056,synthetic,data/synthetic_energy_data.csv,3263
8.880813592852231,256.0,70.0,128.0,17.357934847000454,7.698970013021908,bf16,question-answering,fine-tune,0.2197758060971253,-0.6580201183585567,synthetic,data/synthetic_energy_data.csv,3264
9.431363764319837,16.0,1200.0,256.0,19.20951501454263,9.000000000434294,bf16,question-answering,fine-tune,0.2126362750326048,-0.6723626443159155,synthetic,data/synthetic_energy_data.csv,3265
9.11394335264091,256.0,300.0,32.0,17.89209460269048,8.000000004342946,fp16,image-classification,fine-tune,1.2002886501332375,0.079285699452146,synthetic,data/synthetic_energy_data.csv,3266
9.8450980400763,1.0,1000.0,8.0,19.32221929473392,8.698970005204608,fp32,image-classification,fine-tune,0.013452574261108,-1.8711946018757515,synthetic,data/synthetic_energy_data.csv,3267
9.826074802765646,2.0,1000.0,128.0,18.60422605308447,8.000000004342946,bf16,translation,benchmark_training,0.0233084236134882,-1.632487097526774,synthetic,data/synthetic_energy_data.csv,3268
7.913813857679991,64.0,1000.0,32.0,19.16908635748702,10.477121254734138,fp32,question-answering,pre-train,0.8831626129846349,-0.05395932425951377,synthetic,data/synthetic_energy_data.csv,3269
9.8450980400763,64.0,700.0,64.0,19.6232492903979,9.000000000434294,bf16,text-generation,benchmark_training,0.713749606444872,-0.14645411821210963,synthetic,data/synthetic_energy_data.csv,3270
7.913813857679991,256.0,300.0,64.0,16.390935107103378,7.698970013021908,fp32,summarization,benchmark_training,0.8882326104966606,-0.051473286218898656,synthetic,data/synthetic_energy_data.csv,3271
7.913813857679991,8.0,300.0,64.0,16.390935107103378,7.698970013021908,fp16,training_benchmark,fine-tune,0.0378852851520006,-1.4215294395885183,synthetic,data/synthetic_energy_data.csv,3272
8.880813592852231,16.0,700.0,32.0,17.357934847000454,7.698970013021908,fp16,image-classification,benchmark_training,0.1565776890131888,-0.8052701211335255,synthetic,data/synthetic_energy_data.csv,3273
9.826074802765646,16.0,1200.0,256.0,19.60422605308447,9.000000000434294,fp16,summarization,benchmark_training,0.2722917797481207,-0.5649654694346159,synthetic,data/synthetic_energy_data.csv,3274
9.431363764319837,16.0,400.0,8.0,17.90848501887865,7.698970013021908,fp16,image-classification,fine-tune,0.0921125462235012,-1.0356812125334056,synthetic,data/synthetic_energy_data.csv,3275
9.431363764319837,64.0,1000.0,512.0,21.20951501454263,11.000000000004343,fp16,image-classification,pre-train,0.8562253050204981,-0.06741194110300869,synthetic,data/synthetic_energy_data.csv,3276
8.55022835427846,4.0,400.0,8.0,19.8055008581584,10.477121254734138,bf16,text-generation,pre-train,0.0264591252609648,-1.5774245176925723,synthetic,data/synthetic_energy_data.csv,3277
8.880813592852231,128.0,700.0,512.0,20.357934847000454,10.698970004344705,fp32,translation,pre-train,1.0584300467612384,0.024662160126329786,synthetic,data/synthetic_energy_data.csv,3278
9.8450980400763,16.0,1000.0,128.0,21.32221929473392,10.698970004344705,fp16,training_benchmark,pre-train,0.6136417445141913,-0.21208510408596637,synthetic,data/synthetic_energy_data.csv,3279
10.53147891705503,64.0,700.0,32.0,19.309630167425897,8.000000004342946,fp32,text-generation,fine-tune,0.6562527165480655,-0.18292888582691194,synthetic,data/synthetic_energy_data.csv,3280
9.431363764319837,128.0,70.0,512.0,20.90848501887865,10.698970004344705,fp32,image-classification,pre-train,0.2312496385383484,-0.6359189374253553,synthetic,data/synthetic_energy_data.csv,3281
9.431363764319837,2.0,700.0,16.0,17.90848501887865,7.698970013021908,bf16,question-answering,fine-tune,0.0162077990079658,-1.7902759576126568,synthetic,data/synthetic_energy_data.csv,3282
8.880813592852231,4.0,1000.0,256.0,18.658964842664435,9.000000000434294,fp32,text-generation,fine-tune,0.0609594338662518,-1.2149590749674153,synthetic,data/synthetic_energy_data.csv,3283
8.880813592852231,128.0,400.0,64.0,20.136086097384098,10.477121254734138,fp32,summarization,pre-train,0.7285635919646837,-0.1375325352680047,synthetic,data/synthetic_energy_data.csv,3284
10.53147891705503,256.0,1000.0,32.0,22.008600171761916,10.698970004344705,bf16,training_benchmark,pre-train,5.091782683825624,0.7068698597833905,synthetic,data/synthetic_energy_data.csv,3285
8.55022835427846,16.0,400.0,16.0,18.027349607774756,8.698970005204608,bf16,translation,fine-tune,0.0729128699501303,-1.137195807004341,synthetic,data/synthetic_energy_data.csv,3286
8.096910016482413,2.0,1000.0,128.0,18.8750612633917,10.00000000004343,fp16,summarization,pre-train,0.0253207389082382,-1.5965236249150245,synthetic,data/synthetic_energy_data.csv,3287
9.8450980400763,1.0,300.0,32.0,18.32221929473392,7.698970013021908,fp32,question-answering,benchmark_training,0.0046999146185686,-2.327910031643288,synthetic,data/synthetic_energy_data.csv,3288
9.431363764319837,2.0,700.0,32.0,20.90848501887865,10.698970004344705,fp16,summarization,pre-train,0.3491933056853169,-0.4569340906588919,synthetic,data/synthetic_energy_data.csv,3289
9.8450980400763,32.0,700.0,256.0,19.32221929473392,8.698970005204608,fp32,translation,fine-tune,0.3484093660374732,-0.4579101786824054,synthetic,data/synthetic_energy_data.csv,3290
9.8450980400763,2.0,700.0,512.0,21.32221929473392,10.698970004344705,fp16,text-generation,pre-train,0.6281865613522885,-0.20191135859808798,synthetic,data/synthetic_energy_data.csv,3291
10.53147891705503,8.0,1200.0,32.0,19.008600171761916,7.698970013021908,fp16,question-answering,fine-tune,0.1343567676049321,-0.8717404530904793,synthetic,data/synthetic_energy_data.csv,3292
9.431363764319837,128.0,700.0,128.0,18.20951501454263,8.000000004342946,bf16,text-generation,fine-tune,1.0116591559069743,0.005034216414581631,synthetic,data/synthetic_energy_data.csv,3293
8.096910016482413,64.0,700.0,8.0,16.8750612633917,8.000000004342946,fp32,training_benchmark,fine-tune,0.5875243289365585,-0.23097414487898105,synthetic,data/synthetic_energy_data.csv,3294
10.845098040020462,64.0,400.0,8.0,19.6232492903979,8.000000004342946,bf16,summarization,benchmark_training,0.328377790035619,-0.4836262242418806,synthetic,data/synthetic_energy_data.csv,3295
10.113943352340245,32.0,300.0,512.0,19.89209460269048,9.000000000434294,fp32,summarization,benchmark_training,0.148381567911732,-0.8286200441472571,synthetic,data/synthetic_energy_data.csv,3296
8.880813592852231,16.0,70.0,512.0,18.357934847000454,8.698970005204608,bf16,summarization,fine-tune,0.0133506297950001,-1.8744982466558242,synthetic,data/synthetic_energy_data.csv,3297
10.845098040020462,32.0,300.0,16.0,20.32221929473392,8.698970005204608,fp32,summarization,benchmark_training,0.144569361591964,-0.8399237367884906,synthetic,data/synthetic_energy_data.csv,3298
9.826074802765646,8.0,1000.0,32.0,20.60422605308447,10.00000000004343,bf16,image-classification,pre-train,0.1939453423679701,-0.7123206455982268,synthetic,data/synthetic_energy_data.csv,3299
8.096910016482413,32.0,300.0,64.0,17.57403126772772,8.698970005204608,bf16,summarization,fine-tune,0.1454842795594488,-0.8371839322412106,synthetic,data/synthetic_energy_data.csv,3300
9.11394335264091,128.0,1000.0,8.0,20.89209460269048,11.000000000004343,bf16,summarization,pre-train,1.422790827819387,0.15314105679469084,synthetic,data/synthetic_energy_data.csv,3301
8.55022835427846,2.0,1000.0,32.0,19.8055008581584,10.477121254734138,fp32,image-classification,pre-train,0.0409818693256653,-1.3874082358004738,synthetic,data/synthetic_energy_data.csv,3302
10.53147891705503,64.0,700.0,256.0,21.309630167425897,10.00000000004343,fp16,translation,pre-train,0.6820688845090633,-0.16617176221822003,synthetic,data/synthetic_energy_data.csv,3303
10.53147891705503,1.0,70.0,8.0,20.008600171761916,8.698970005204608,fp32,question-answering,benchmark_training,0.0224743137926099,-1.6483135596896201,synthetic,data/synthetic_energy_data.csv,3304
9.8450980400763,1.0,700.0,128.0,19.32221929473392,8.698970005204608,fp32,training_benchmark,benchmark_training,0.0109990757752342,-1.9586438059853268,synthetic,data/synthetic_energy_data.csv,3305
8.55022835427846,2.0,300.0,128.0,18.027349607774756,8.698970005204608,bf16,summarization,benchmark_training,0.0066886259058344,-2.174663093414257,synthetic,data/synthetic_energy_data.csv,3306
9.11394335264091,16.0,400.0,64.0,18.5910646070265,8.698970005204608,fp16,training_benchmark,benchmark_training,0.0792906527860689,-1.100778006663439,synthetic,data/synthetic_energy_data.csv,3307
10.53147891705503,32.0,1200.0,64.0,22.309630167425897,11.000000000004343,fp32,question-answering,pre-train,13.80951906333097,1.140178553902416,synthetic,data/synthetic_energy_data.csv,3308
9.431363764319837,256.0,1000.0,16.0,17.90848501887865,7.698970013021908,bf16,training_benchmark,fine-tune,3.385623915168455,0.5296387137733886,synthetic,data/synthetic_energy_data.csv,3309
8.55022835427846,2.0,400.0,64.0,19.328379603438737,10.00000000004343,bf16,question-answering,pre-train,0.0106911733812063,-1.9709746273433706,synthetic,data/synthetic_energy_data.csv,3310
8.55022835427846,256.0,700.0,128.0,18.328379603438737,9.000000000434294,fp32,training_benchmark,benchmark_training,2.754756744354117,0.4400832550030584,synthetic,data/synthetic_energy_data.csv,3311
8.096910016482413,1.0,1200.0,32.0,19.57403126772772,10.698970004344705,bf16,question-answering,pre-train,0.0151853225261627,-1.8185759795214678,synthetic,data/synthetic_energy_data.csv,3312
9.431363764319837,16.0,300.0,512.0,20.686636269262294,10.477121254734138,fp32,summarization,pre-train,0.2461578741749313,-0.6087862673215476,synthetic,data/synthetic_energy_data.csv,3313
10.113943352340245,256.0,1000.0,8.0,18.89209460269048,8.000000004342946,fp32,image-classification,benchmark_training,3.31152705148307,0.5200283070989992,synthetic,data/synthetic_energy_data.csv,3314
10.845098040020462,8.0,70.0,128.0,21.6232492903979,10.00000000004343,bf16,translation,pre-train,0.6222019734906532,-0.2060686157365704,synthetic,data/synthetic_energy_data.csv,3315
8.096910016482413,128.0,700.0,512.0,19.57403126772772,10.698970004344705,bf16,text-generation,pre-train,1.2843736132345265,0.10869137463943876,synthetic,data/synthetic_energy_data.csv,3316
10.53147891705503,1.0,70.0,256.0,19.309630167425897,8.000000004342946,bf16,training_benchmark,benchmark_training,0.0039071208745706,-2.4081431528020945,synthetic,data/synthetic_energy_data.csv,3317
8.096910016482413,128.0,1200.0,128.0,19.352182518111363,10.477121254734138,fp32,translation,pre-train,2.067295205854977,0.31540249748824584,synthetic,data/synthetic_energy_data.csv,3318
10.113943352340245,64.0,1000.0,128.0,20.89209460269048,10.00000000004343,fp32,image-classification,pre-train,0.9329619054787612,-0.03013608892030152,synthetic,data/synthetic_energy_data.csv,3319
10.845098040020462,256.0,1000.0,128.0,21.6232492903979,10.00000000004343,fp32,training_benchmark,pre-train,2.90128383796528,0.4625902187137462,synthetic,data/synthetic_energy_data.csv,3320
10.845098040020462,8.0,1000.0,16.0,19.32221929473392,7.698970013021908,bf16,summarization,fine-tune,0.1262796707548176,-0.8986665591012671,synthetic,data/synthetic_energy_data.csv,3321
8.096910016482413,2.0,700.0,8.0,17.8750612633917,9.000000000434294,fp32,question-answering,fine-tune,0.0187974142799409,-1.725901886969606,synthetic,data/synthetic_energy_data.csv,3322
9.11394335264091,32.0,400.0,32.0,18.89209460269048,9.000000000434294,fp32,image-classification,benchmark_training,0.2016391535835449,-0.6954251342589186,synthetic,data/synthetic_energy_data.csv,3323
7.913813857679991,256.0,70.0,32.0,16.390935107103378,7.698970013021908,bf16,text-generation,benchmark_training,0.2250753170273171,-0.6476721294623878,synthetic,data/synthetic_energy_data.csv,3324
7.913813857679991,32.0,700.0,8.0,17.69196510276736,9.000000000434294,fp32,translation,fine-tune,0.3438848518678538,-0.4635869544341573,synthetic,data/synthetic_energy_data.csv,3325
8.880813592852231,2.0,1000.0,32.0,20.136086097384098,10.477121254734138,bf16,question-answering,pre-train,0.0351123249697332,-1.4545404126851609,synthetic,data/synthetic_energy_data.csv,3326
9.826074802765646,4.0,1000.0,64.0,19.30319605742049,8.698970005204608,fp32,image-classification,benchmark_training,0.0530076642607801,-1.2756613321818617,synthetic,data/synthetic_energy_data.csv,3327
10.113943352340245,8.0,1000.0,16.0,18.5910646070265,7.698970013021908,fp16,image-classification,benchmark_training,0.0929845683083008,-1.0315891208508303,synthetic,data/synthetic_energy_data.csv,3328
7.913813857679991,256.0,1000.0,32.0,19.390935107103378,10.698970004344705,fp16,text-generation,pre-train,3.964811308938694,0.5982225234476508,synthetic,data/synthetic_energy_data.csv,3329
9.8450980400763,2.0,700.0,256.0,21.100370545117563,10.477121254734138,fp16,summarization,pre-train,0.3467269161069926,-0.4600124431344716,synthetic,data/synthetic_energy_data.csv,3330
10.53147891705503,4.0,1200.0,32.0,20.309630167425897,9.000000000434294,fp16,text-generation,fine-tune,0.058424801006891,-1.233402758127115,synthetic,data/synthetic_energy_data.csv,3331
9.11394335264091,64.0,700.0,256.0,17.89209460269048,8.000000004342946,bf16,text-generation,benchmark_training,0.4999925460279811,-0.3010364701500741,synthetic,data/synthetic_energy_data.csv,3332
10.113943352340245,128.0,700.0,64.0,18.89209460269048,8.000000004342946,fp32,summarization,fine-tune,1.3274010975731794,0.12300217240635414,synthetic,data/synthetic_energy_data.csv,3333
10.113943352340245,64.0,1000.0,64.0,19.5910646070265,8.698970005204608,fp32,translation,fine-tune,1.0008992197272628,0.00039035068634111694,synthetic,data/synthetic_energy_data.csv,3334
8.55022835427846,64.0,300.0,512.0,18.328379603438737,9.000000000434294,fp16,translation,fine-tune,0.2595081040081481,-0.5858490753066025,synthetic,data/synthetic_energy_data.csv,3335
8.096910016482413,2.0,70.0,128.0,19.352182518111363,10.477121254734138,bf16,summarization,pre-train,0.0031409085044024,-2.502944714544479,synthetic,data/synthetic_energy_data.csv,3336
9.431363764319837,64.0,700.0,512.0,20.20951501454263,10.00000000004343,fp16,text-generation,pre-train,0.6964841287949551,-0.15708877565826104,synthetic,data/synthetic_energy_data.csv,3337
7.913813857679991,256.0,700.0,128.0,19.16908635748702,10.477121254734138,fp32,image-classification,pre-train,2.788557741311642,0.4453796416457244,synthetic,data/synthetic_energy_data.csv,3338
7.913813857679991,4.0,700.0,64.0,19.16908635748702,10.477121254734138,fp16,image-classification,pre-train,0.0399546160491696,-1.3984330384057382,synthetic,data/synthetic_energy_data.csv,3339
10.113943352340245,16.0,300.0,256.0,21.89209460269048,11.000000000004343,fp16,training_benchmark,pre-train,2.727525537426463,0.43576882551573204,synthetic,data/synthetic_energy_data.csv,3340
8.096910016482413,32.0,700.0,512.0,17.8750612633917,9.000000000434294,fp32,text-generation,benchmark_training,0.3094236928543267,-0.509446435038915,synthetic,data/synthetic_energy_data.csv,3341
10.53147891705503,64.0,70.0,64.0,19.008600171761916,7.698970013021908,fp16,translation,benchmark_training,0.0663956832047708,-1.1778601558923911,synthetic,data/synthetic_energy_data.csv,3342
10.53147891705503,4.0,400.0,128.0,20.309630167425897,9.000000000434294,bf16,translation,benchmark_training,0.0539932587275633,-1.2676604601803645,synthetic,data/synthetic_energy_data.csv,3343
9.11394335264091,32.0,1000.0,8.0,20.89209460269048,11.000000000004343,bf16,image-classification,pre-train,0.4966027618238571,-0.30399086947431436,synthetic,data/synthetic_energy_data.csv,3344
8.55022835427846,2.0,1200.0,64.0,18.328379603438737,9.000000000434294,fp16,image-classification,fine-tune,0.0326992090109216,-1.4854627527325837,synthetic,data/synthetic_energy_data.csv,3345
10.113943352340245,2.0,300.0,512.0,18.5910646070265,7.698970013021908,fp16,translation,benchmark_training,0.0081803067218084,-2.0872304120876604,synthetic,data/synthetic_energy_data.csv,3346
8.880813592852231,8.0,700.0,128.0,18.658964842664435,9.000000000434294,bf16,question-answering,fine-tune,0.0688284286944374,-1.162232144976626,synthetic,data/synthetic_energy_data.csv,3347
8.880813592852231,128.0,1200.0,256.0,17.658964842664435,8.000000004342946,bf16,translation,benchmark_training,1.8033668521085824,0.25608408259606374,synthetic,data/synthetic_energy_data.csv,3348
8.880813592852231,64.0,700.0,32.0,18.357934847000454,8.698970005204608,fp16,summarization,fine-tune,0.645390873752027,-0.19017718009597828,synthetic,data/synthetic_energy_data.csv,3349
8.096910016482413,1.0,700.0,128.0,17.57403126772772,8.698970005204608,fp32,question-answering,fine-tune,0.0109771996368937,-1.9595084374232357,synthetic,data/synthetic_energy_data.csv,3350
8.880813592852231,1.0,1000.0,16.0,20.136086097384098,10.477121254734138,bf16,image-classification,pre-train,0.0543794420448764,-1.2645652527631281,synthetic,data/synthetic_energy_data.csv,3351
9.431363764319837,4.0,700.0,8.0,18.20951501454263,8.000000004342946,fp16,text-generation,benchmark_training,0.0315957679899734,-1.5003710838906241,synthetic,data/synthetic_energy_data.csv,3352
8.880813592852231,1.0,300.0,256.0,20.658964842664435,11.000000000004343,bf16,translation,pre-train,0.1509681788929837,-0.8211145837501812,synthetic,data/synthetic_energy_data.csv,3353
8.55022835427846,16.0,70.0,512.0,17.027349607774756,7.698970013021908,fp16,text-generation,fine-tune,0.0124995556957294,-1.9031054239777345,synthetic,data/synthetic_energy_data.csv,3354
9.8450980400763,2.0,700.0,128.0,21.32221929473392,10.698970004344705,fp32,image-classification,pre-train,1.5764238281367948,0.19767299073943817,synthetic,data/synthetic_energy_data.csv,3355
8.880813592852231,1.0,300.0,128.0,18.357934847000454,8.698970005204608,fp16,training_benchmark,benchmark_training,0.0036319148865992,-2.439864337660156,synthetic,data/synthetic_energy_data.csv,3356
8.096910016482413,4.0,400.0,512.0,18.8750612633917,10.00000000004343,fp16,question-answering,pre-train,0.0205759580783132,-1.6866399335913986,synthetic,data/synthetic_energy_data.csv,3357
