model_name,model_family,task,train_type,n_params,gpu_model,gpu_count,tdp_w,batch_size,precision,estimated_tokens,estimated_flops,duration_seconds,energy_kwh,co2_kg,source,label_quality
synthetic_model,transformer,question-answering,benchmark_training,6700000000,H200,128,700,256,bf16,500000000,20100000000000000000,36.0,1.424380103165758,0.6817677764024394,synthetic,simulated_physics_based
synthetic_model,transformer,training_benchmark,pre-train,6700000000,T4,32,70,128,fp16,50000000000,2010000000000000000000,369.27330261388727,0.3097116560547357,0.234840131753726,synthetic,simulated_physics_based
synthetic_model,transformer,image-classification,fine-tune,34000000000,GB200,8,1000,256,bf16,1000000000,204000000000000000000,36.0,0.12359863474986726,0.0829940457598,synthetic,simulated_physics_based
synthetic_model,transformer,text-generation,benchmark_training,355000000,H100,64,700,512,fp32,50000000,106500000000000000,36.0,0.5429529802604735,0.2532061325671492,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,fine-tune,34000000000,A100,64,400,8,fp16,50000000,10200000000000000000,36.0,0.3435792724172532,0.24015642243211105,synthetic,simulated_physics_based
synthetic_model,transformer,training_benchmark,pre-train,125000000,GB200,32,1000,32,fp16,100000000000,75000000000000000000,36.0,0.35483271121171794,0.25443787105661725,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,pre-train,1300000000,B200,128,1000,256,bf16,50000000000,390000000000000000000,36.0,1.519538354240871,0.8708917684134279,synthetic,simulated_physics_based
synthetic_model,transformer,translation,pre-train,2700000000,GB300,32,1200,8,fp32,100000000000,1620000000000000000000,60.10387488396936,1.0212723167127158,0.26595581570899945,synthetic,simulated_physics_based
synthetic_model,transformer,question-answering,pre-train,1300000000,T4,1,70,8,fp16,50000000000,390000000000000000000,2166.797482587601,0.05527094724700843,0.021240070665723757,synthetic,simulated_physics_based
synthetic_model,transformer,translation,benchmark_training,13000000000,GB200,256,1000,512,fp32,50000000,3900000000000000000,36.0,3.6187371443982306,1.4540854000238264,synthetic,simulated_physics_based
synthetic_model,transformer,translation,pre-train,2700000000,V100,64,300,64,fp16,10000000000,162000000000000000000,36.0,0.27572010149818205,0.0604576577415052,synthetic,simulated_physics_based
synthetic_model,transformer,translation,fine-tune,355000000,A100,16,400,512,fp16,1000000000,2130000000000000000,36.0,0.07719586096967992,0.05516050358641516,synthetic,simulated_physics_based
synthetic_model,transformer,image-classification,benchmark_training,1300000000,T4,4,70,512,fp32,1000000000,7800000000000000000,36.0,0.00316202724279419,0.0010412213884984155,synthetic,simulated_physics_based
synthetic_model,transformer,translation,pre-train,13000000000,GB200,1,1000,128,fp32,10000000000,780000000000000000000,972.1432681117612,0.37938819097137516,0.24116327883348188,synthetic,simulated_physics_based
synthetic_model,transformer,image-classification,fine-tune,125000000,GB300,1,1200,16,fp16,500000000,375000000000000000,36.0,0.015086859815199064,0.010520644680801872,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,fine-tune,1300000000,A100,8,400,128,bf16,100000000,780000000000000000,36.0,0.04412227829349054,0.024093257230312484,synthetic,simulated_physics_based
synthetic_model,transformer,training_benchmark,benchmark_training,82000000,B200,1,1000,128,bf16,100000000,49200000000000000,36.0,0.01182767646346933,0.00522356819598551,synthetic,simulated_physics_based
synthetic_model,transformer,training_benchmark,benchmark_training,82000000,H200,2,700,16,fp16,50000000,24600000000000000,36.0,0.020727774119396806,0.010146723092220951,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,benchmark_training,34000000000,GB200,2,1000,512,bf16,1000000000,204000000000000000000,76.84880284922907,0.06703598248459268,0.025219328638139013,synthetic,simulated_physics_based
synthetic_model,transformer,translation,fine-tune,34000000000,GB300,4,1200,512,fp16,500000000,102000000000000000000,36.0,0.06590459023969801,0.034811917551750456,synthetic,simulated_physics_based
synthetic_model,transformer,translation,benchmark_training,125000000,H100,32,700,64,bf16,50000000,37500000000000000,36.0,0.2523740982565806,0.1108325579176846,synthetic,simulated_physics_based
synthetic_model,transformer,translation,pre-train,1300000000,B200,1,1000,64,fp32,100000000000,780000000000000000000,1409.853029608909,0.5632037285014119,0.22784398135886139,synthetic,simulated_physics_based
synthetic_model,transformer,training_benchmark,fine-tune,1300000000,T4,32,70,64,bf16,500000000,3900000000000000000,36.0,0.030727585037790193,0.021642099644629636,synthetic,simulated_physics_based
synthetic_model,transformer,question-answering,fine-tune,70000000000,T4,32,70,128,bf16,100000000,42000000000000000000,36.0,0.025110901716050585,0.014035554097492867,synthetic,simulated_physics_based
synthetic_model,transformer,question-answering,pre-train,70000000000,GB200,1,1000,16,bf16,50000000000,21000000000000000000000,17264.008247134552,7.324783137273493,3.141926412390584,synthetic,simulated_physics_based
synthetic_model,transformer,question-answering,benchmark_training,355000000,T4,8,70,8,fp16,100000000,213000000000000000,36.0,0.007211816459380404,0.0020527417221173497,synthetic,simulated_physics_based
synthetic_model,transformer,translation,fine-tune,2700000000,H200,1,700,64,fp32,50000000,810000000000000000,36.0,0.010182633484715887,0.007257561039422957,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,pre-train,760000000,V100,128,300,256,fp16,100000000000,456000000000000000000,36.0,0.4436312039171827,0.311873930766927,synthetic,simulated_physics_based
synthetic_model,transformer,translation,fine-tune,7000000000,B200,32,1000,8,bf16,1000000000,42000000000000000000,36.0,0.4408814365432774,0.27069300485468933,synthetic,simulated_physics_based
synthetic_model,transformer,question-answering,benchmark_training,1300000000,A100,8,400,8,bf16,100000000,780000000000000000,36.0,0.04970006778780589,0.025040037458172244,synthetic,simulated_physics_based
synthetic_model,transformer,training_benchmark,benchmark_training,34000000000,B200,256,1000,512,fp16,500000000,102000000000000000000,36.0,3.5764539369925443,2.234884581075981,synthetic,simulated_physics_based
synthetic_model,transformer,image-classification,fine-tune,125000000,GB200,4,1000,16,bf16,1000000000,750000000000000000,36.0,0.05301246850216338,0.02408567705092212,synthetic,simulated_physics_based
synthetic_model,transformer,question-answering,pre-train,82000000,B200,256,1000,64,bf16,30000000000,14760000000000000000,36.0,3.4677908291149344,2.659900751090067,synthetic,simulated_physics_based
synthetic_model,transformer,image-classification,fine-tune,7000000000,GB200,128,1000,32,bf16,1000000000,42000000000000000000,36.0,1.52338568359401,0.9665601665961832,synthetic,simulated_physics_based
synthetic_model,transformer,question-answering,fine-tune,760000000,T4,64,70,64,fp32,50000000,228000000000000000,36.0,0.06747416566483595,0.040989023896920135,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,benchmark_training,2700000000,V100,256,300,512,fp32,100000000,1620000000000000000,36.0,1.1753973053102194,0.8145361787967229,synthetic,simulated_physics_based
synthetic_model,transformer,translation,benchmark_training,1300000000,A100,64,400,512,fp16,500000000,3900000000000000000,36.0,0.29725295631111676,0.21079770510715493,synthetic,simulated_physics_based
synthetic_model,transformer,image-classification,pre-train,6700000000,T4,64,70,16,fp32,30000000000,1206000000000000000000,130.84567048560245,0.24992546538861057,0.11476949254245258,synthetic,simulated_physics_based
synthetic_model,transformer,question-answering,benchmark_training,760000000,GB300,2,1200,64,bf16,50000000,228000000000000000,36.0,0.0361003762821218,0.012925456959829952,synthetic,simulated_physics_based
synthetic_model,transformer,question-answering,fine-tune,355000000,A100,8,400,64,bf16,50000000,106500000000000000,36.0,0.03680365210628615,0.024019004555948815,synthetic,simulated_physics_based
synthetic_model,transformer,question-answering,benchmark_training,6700000000,B200,16,1000,512,bf16,1000000000,40200000000000000000,36.0,0.19808601088555286,0.09234520000656549,synthetic,simulated_physics_based
synthetic_model,transformer,translation,benchmark_training,82000000,H200,128,700,64,bf16,500000000,246000000000000000,36.0,1.3357076289798404,0.38862780402939934,synthetic,simulated_physics_based
synthetic_model,transformer,translation,fine-tune,125000000,GB300,64,1200,64,fp16,50000000,37500000000000000,36.0,1.093309271472752,0.8204799687505249,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,benchmark_training,13000000000,T4,128,70,256,fp32,50000000,3900000000000000000,36.0,0.10344192899281546,0.03625009604348918,synthetic,simulated_physics_based
synthetic_model,transformer,text-generation,benchmark_training,2700000000,V100,32,300,64,bf16,500000000,8100000000000000000,36.0,0.14853786490754836,0.0934397295996496,synthetic,simulated_physics_based
synthetic_model,transformer,image-classification,benchmark_training,2700000000,GB200,4,1000,64,bf16,500000000,8100000000000000000,36.0,0.05228401108609287,0.011854561870092376,synthetic,simulated_physics_based
synthetic_model,transformer,text-generation,fine-tune,13000000000,GB300,64,1200,16,bf16,50000000,3900000000000000000,36.0,1.1460255521551599,0.6958987372042619,synthetic,simulated_physics_based
synthetic_model,transformer,image-classification,benchmark_training,70000000000,GB300,64,1200,8,fp32,1000000000,420000000000000000000,36.0,0.973885311354278,0.3667584363822385,synthetic,simulated_physics_based
synthetic_model,transformer,training_benchmark,benchmark_training,70000000000,V100,4,300,8,bf16,50000000,21000000000000000000,36.0,0.018436777950476657,0.012503686242132873,synthetic,simulated_physics_based
synthetic_model,transformer,text-generation,fine-tune,70000000000,B200,2,1000,128,bf16,1000000000,420000000000000000000,200.9031051530811,0.13477648827331937,0.08002176008703776,synthetic,simulated_physics_based
synthetic_model,transformer,text-generation,benchmark_training,70000000000,V100,256,300,512,fp32,1000000000,420000000000000000000,36.0,0.9926558353307181,0.6967291639491056,synthetic,simulated_physics_based
synthetic_model,transformer,text-generation,fine-tune,82000000,GB200,64,1000,256,bf16,50000000,24600000000000000,36.0,0.8164613355106188,0.24515072359476645,synthetic,simulated_physics_based
synthetic_model,transformer,question-answering,benchmark_training,7000000000,A100,8,400,64,fp32,100000000,4200000000000000000,36.0,0.03573429127785372,0.015416846274293863,synthetic,simulated_physics_based
synthetic_model,transformer,question-answering,benchmark_training,6700000000,H100,8,700,32,bf16,1000000000,40200000000000000000,36.0,0.06738236861803396,0.052685766710332545,synthetic,simulated_physics_based
synthetic_model,transformer,training_benchmark,pre-train,70000000000,H200,128,700,8,fp32,10000000000,4200000000000000000000,68.912469442125,1.9081132365296571,1.281239440622968,synthetic,simulated_physics_based
synthetic_model,transformer,question-answering,pre-train,6700000000,GB300,32,1200,64,bf16,30000000000,1206000000000000000000,36.0,0.5986180877202402,0.16987907234896363,synthetic,simulated_physics_based
synthetic_model,transformer,text-generation,pre-train,760000000,B200,32,1000,256,fp16,100000000000,456000000000000000000,36.0,0.44028468539611126,0.1604540593789817,synthetic,simulated_physics_based
synthetic_model,transformer,image-classification,fine-tune,760000000,V100,4,300,512,bf16,500000000,2280000000000000000,36.0,0.015257352548093881,0.0068813916838462805,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,benchmark_training,2700000000,B200,1,1000,256,fp16,50000000,810000000000000000,36.0,0.015644733677863117,0.01167802846972425,synthetic,simulated_physics_based
synthetic_model,transformer,question-answering,benchmark_training,2700000000,A100,2,400,128,fp16,100000000,1620000000000000000,36.0,0.010078592110350499,0.0043203456898429455,synthetic,simulated_physics_based
synthetic_model,transformer,translation,pre-train,13000000000,H200,16,700,32,fp32,30000000000,2340000000000000000000,307.7038729284829,1.3467846554751521,0.7732908450406973,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,fine-tune,125000000,V100,16,300,8,fp16,50000000,37500000000000000,36.0,0.0764683274786087,0.05296763570115742,synthetic,simulated_physics_based
synthetic_model,transformer,image-classification,pre-train,355000000,H100,32,700,512,fp32,100000000000,213000000000000000000,36.0,0.2951177821634611,0.18780572215295882,synthetic,simulated_physics_based
synthetic_model,transformer,question-answering,fine-tune,125000000,B200,64,1000,512,bf16,50000000,37500000000000000,36.0,0.816777928176877,0.3608391589132278,synthetic,simulated_physics_based
synthetic_model,transformer,question-answering,fine-tune,34000000000,GB300,128,1200,128,fp16,100000000,20400000000000000000,36.0,1.7023005116625953,1.1726726071025448,synthetic,simulated_physics_based
synthetic_model,transformer,question-answering,pre-train,760000000,H200,16,700,32,fp16,50000000000,228000000000000000000,36.0,0.12734193848717354,0.0388390489387591,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,benchmark_training,6700000000,GB300,16,1200,8,fp32,1000000000,40200000000000000000,36.0,0.2966105976314458,0.1676480223759641,synthetic,simulated_physics_based
synthetic_model,transformer,image-classification,benchmark_training,1300000000,T4,2,70,64,fp32,500000000,3900000000000000000,36.0,0.002140849238611368,0.0017108957556673209,synthetic,simulated_physics_based
synthetic_model,transformer,image-classification,fine-tune,7000000000,H100,128,700,128,bf16,500000000,21000000000000000000,36.0,1.267679272936141,0.858325902384423,synthetic,simulated_physics_based
synthetic_model,transformer,image-classification,benchmark_training,34000000000,GB300,32,1200,64,bf16,100000000,20400000000000000000,36.0,0.5326599130093609,0.37277360532125636,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,benchmark_training,70000000000,GB300,8,1200,8,bf16,100000000,42000000000000000000,36.0,0.13862946606053067,0.029486250151386752,synthetic,simulated_physics_based
synthetic_model,transformer,translation,benchmark_training,82000000,A100,2,400,32,bf16,500000000,246000000000000000,36.0,0.009731888848312156,0.007233651538619532,synthetic,simulated_physics_based
synthetic_model,transformer,translation,fine-tune,70000000000,A100,8,400,16,fp32,1000000000,420000000000000000000,177.2787292565746,0.1762460443291826,0.05849261248025279,synthetic,simulated_physics_based
synthetic_model,transformer,training_benchmark,pre-train,2700000000,V100,256,300,32,bf16,30000000000,486000000000000000000,36.0,1.0498950489929724,0.3474750394350104,synthetic,simulated_physics_based
synthetic_model,transformer,image-classification,pre-train,34000000000,GB200,64,1000,8,fp16,50000000000,10200000000000000000000,114.94439273995349,2.415611144558445,0.8263294117396416,synthetic,simulated_physics_based
synthetic_model,transformer,training_benchmark,fine-tune,6700000000,GB300,16,1200,64,fp32,500000000,20100000000000000000,36.0,0.30216984015434134,0.1445336159182561,synthetic,simulated_physics_based
synthetic_model,transformer,text-generation,benchmark_training,70000000000,B200,256,1000,32,bf16,1000000000,420000000000000000000,36.0,2.8912589011771352,1.8433505725582011,synthetic,simulated_physics_based
synthetic_model,transformer,text-generation,pre-train,1300000000,V100,64,300,8,fp16,10000000000,78000000000000000000,36.0,0.2380410595702303,0.1291244789292125,synthetic,simulated_physics_based
synthetic_model,transformer,text-generation,pre-train,355000000,A100,2,400,128,bf16,10000000000,21300000000000000000,36.0,0.011888610019229858,0.008997362419082286,synthetic,simulated_physics_based
synthetic_model,transformer,translation,benchmark_training,70000000000,H200,2,700,16,fp16,1000000000,420000000000000000000,238.66908101396692,0.12364294796505879,0.09351176772303338,synthetic,simulated_physics_based
synthetic_model,transformer,image-classification,benchmark_training,6700000000,T4,16,70,512,bf16,1000000000,40200000000000000000,36.0,0.017367766398139684,0.004410144263460606,synthetic,simulated_physics_based
synthetic_model,transformer,question-answering,benchmark_training,7000000000,H200,1,700,256,fp32,100000000,4200000000000000000,36.0,0.008073167454818982,0.0032885928467997717,synthetic,simulated_physics_based
synthetic_model,transformer,image-classification,fine-tune,13000000000,GB200,16,1000,256,bf16,50000000,3900000000000000000,36.0,0.18787083025739823,0.10927022380898235,synthetic,simulated_physics_based
synthetic_model,transformer,question-answering,benchmark_training,355000000,GB200,32,1000,256,fp32,1000000000,2130000000000000000,36.0,0.4890028245638531,0.13226413613870466,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,pre-train,355000000,V100,256,300,16,fp16,100000000000,213000000000000000000,36.0,1.1095927338439546,0.49410852056576593,synthetic,simulated_physics_based
synthetic_model,transformer,text-generation,fine-tune,125000000,GB200,64,1000,64,fp16,100000000,75000000000000000,36.0,0.7283072918287735,0.44954351663022285,synthetic,simulated_physics_based
synthetic_model,transformer,text-generation,fine-tune,2700000000,GB200,8,1000,32,fp32,100000000,1620000000000000000,36.0,0.09810970674993813,0.037953091259364614,synthetic,simulated_physics_based
synthetic_model,transformer,question-answering,fine-tune,355000000,H100,16,700,128,bf16,50000000,106500000000000000,36.0,0.15508823025331187,0.06921523644989441,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,pre-train,760000000,GB300,64,1200,128,fp32,50000000000,228000000000000000000,36.0,0.9187314875282456,0.5944924485660162,synthetic,simulated_physics_based
synthetic_model,transformer,question-answering,fine-tune,34000000000,T4,2,70,64,fp16,500000000,102000000000000000000,256.59058798357347,0.0125069446096549,0.0060675750859974014,synthetic,simulated_physics_based
synthetic_model,transformer,text-generation,pre-train,355000000,H200,16,700,512,fp16,50000000000,106500000000000000000,36.0,0.1483636737368546,0.0927491760241046,synthetic,simulated_physics_based
synthetic_model,transformer,text-generation,pre-train,82000000,A100,8,400,16,fp16,50000000000,24600000000000000000,36.0,0.04662486929048732,0.017510791959408703,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,fine-tune,6700000000,B200,64,1000,32,fp32,50000000,2010000000000000000,36.0,0.8071466597761517,0.3735463834772545,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,fine-tune,13000000000,GB200,8,1000,64,fp32,50000000,3900000000000000000,36.0,0.0882237662352748,0.01990945388103177,synthetic,simulated_physics_based
synthetic_model,transformer,translation,pre-train,34000000000,B200,64,1000,128,bf16,30000000000,6120000000000000000000,116.06732024935492,2.5215635136172696,0.6772283444978258,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,pre-train,70000000000,A100,128,400,256,fp16,10000000000,4200000000000000000000,89.95191455807628,1.878515946311099,0.6187182271636741,synthetic,simulated_physics_based
synthetic_model,transformer,translation,fine-tune,1300000000,T4,1,70,16,bf16,100000000,780000000000000000,36.0,0.0009097547396090253,0.0004591864465264406,synthetic,simulated_physics_based
synthetic_model,transformer,image-classification,pre-train,2700000000,B200,2,1000,256,bf16,50000000000,810000000000000000000,493.71661253148676,0.4264776641339557,0.21560456777025758,synthetic,simulated_physics_based
synthetic_model,transformer,image-classification,fine-tune,70000000000,H200,256,700,64,fp16,100000000,42000000000000000000,36.0,2.5932701728065335,0.6926111753791068,synthetic,simulated_physics_based
synthetic_model,transformer,image-classification,fine-tune,34000000000,T4,16,70,64,fp32,500000000,102000000000000000000,43.88935591189096,0.01796734473741915,0.010428791385693434,synthetic,simulated_physics_based
synthetic_model,transformer,training_benchmark,fine-tune,2700000000,H200,64,700,256,bf16,500000000,8100000000000000000,36.0,0.5503648500792471,0.1273054629222642,synthetic,simulated_physics_based
synthetic_model,transformer,image-classification,pre-train,70000000000,GB300,16,1200,128,fp32,10000000000,4200000000000000000000,279.09934926357766,2.3718209484559862,0.9098392041051961,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,benchmark_training,125000000,H200,128,700,128,bf16,500000000,375000000000000000,36.0,1.042684510945011,0.549846670922287,synthetic,simulated_physics_based
synthetic_model,transformer,text-generation,pre-train,760000000,V100,4,300,512,bf16,10000000000,45600000000000000000,43.63319886322168,0.01815200769569549,0.009747078051875963,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,benchmark_training,34000000000,B200,16,1000,16,fp16,1000000000,204000000000000000000,36.0,0.23318847793603276,0.14850904259937955,synthetic,simulated_physics_based
synthetic_model,transformer,training_benchmark,benchmark_training,6700000000,V100,256,300,16,fp32,500000000,20100000000000000000,36.0,1.1789204960041362,0.6452962046634468,synthetic,simulated_physics_based
synthetic_model,transformer,training_benchmark,benchmark_training,13000000000,T4,1,70,8,bf16,1000000000,78000000000000000000,518.8822021484208,0.013266805068012965,0.007760313842816379,synthetic,simulated_physics_based
synthetic_model,transformer,text-generation,pre-train,760000000,V100,16,300,16,bf16,10000000000,45600000000000000000,36.0,0.05820096957706079,0.02829016050784062,synthetic,simulated_physics_based
synthetic_model,transformer,question-answering,pre-train,125000000,H200,8,700,64,fp16,30000000000,22500000000000000000,36.0,0.06531230104507302,0.02854446654873552,synthetic,simulated_physics_based
synthetic_model,transformer,text-generation,benchmark_training,70000000000,V100,1,300,64,bf16,1000000000,420000000000000000000,1406.7978153880515,0.15084765992347182,0.12006002569384754,synthetic,simulated_physics_based
synthetic_model,transformer,translation,pre-train,125000000,T4,64,70,256,bf16,50000000000,37500000000000000000,36.0,0.07156381185640452,0.019241488561139837,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,benchmark_training,355000000,B200,128,1000,512,fp32,50000000,106500000000000000,36.0,1.5619424553702062,0.7955413337447153,synthetic,simulated_physics_based
synthetic_model,transformer,text-generation,pre-train,355000000,GB200,8,1000,16,bf16,50000000000,106500000000000000000,36.0,0.11078818528141642,0.036887597473485384,synthetic,simulated_physics_based
synthetic_model,transformer,text-generation,fine-tune,355000000,H100,1,700,64,fp32,100000000,213000000000000000,36.0,0.010927459639352937,0.006491278449302119,synthetic,simulated_physics_based
synthetic_model,transformer,training_benchmark,benchmark_training,82000000,A100,256,400,64,fp16,500000000,246000000000000000,36.0,1.3498118114834492,0.9097018922553111,synthetic,simulated_physics_based
synthetic_model,transformer,training_benchmark,fine-tune,82000000,B200,4,1000,16,fp16,50000000,24600000000000000,36.0,0.050794290876721694,0.03868356517097882,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,fine-tune,1300000000,A100,1,400,64,fp16,50000000,390000000000000000,36.0,0.0047294820767265445,0.0010655062002769577,synthetic,simulated_physics_based
synthetic_model,transformer,question-answering,benchmark_training,2700000000,V100,16,300,32,bf16,100000000,1620000000000000000,36.0,0.07132003455145791,0.053612580645403814,synthetic,simulated_physics_based
synthetic_model,transformer,image-classification,benchmark_training,82000000,V100,64,300,64,fp32,100000000,49200000000000000,36.0,0.2623872637794279,0.06823086997988345,synthetic,simulated_physics_based
synthetic_model,transformer,text-generation,pre-train,355000000,A100,4,400,32,fp32,30000000000,63900000000000000000,69.55915167032808,0.035449324121706066,0.010762217728453136,synthetic,simulated_physics_based
synthetic_model,transformer,text-generation,pre-train,34000000000,A100,4,400,256,fp32,100000000000,20400000000000000000000,19585.442740545986,9.628598237668673,5.355344955683147,synthetic,simulated_physics_based
synthetic_model,transformer,question-answering,fine-tune,355000000,T4,2,70,256,bf16,50000000,106500000000000000,36.0,0.0022274280613136877,0.0005297273680937763,synthetic,simulated_physics_based
synthetic_model,transformer,image-classification,fine-tune,125000000,H100,16,700,128,fp16,50000000,37500000000000000,36.0,0.1737680607684838,0.11962905273307935,synthetic,simulated_physics_based
synthetic_model,transformer,question-answering,pre-train,760000000,H100,4,700,32,fp32,10000000000,45600000000000000000,36.0,0.043130480079038656,0.028232978059583583,synthetic,simulated_physics_based
synthetic_model,transformer,translation,pre-train,760000000,A100,8,400,256,bf16,100000000000,456000000000000000000,136.48963968718363,0.16763781744750522,0.04559776290958578,synthetic,simulated_physics_based
synthetic_model,transformer,translation,fine-tune,70000000000,H200,32,700,16,fp32,1000000000,420000000000000000000,36.0,0.3351283077133994,0.21946799634351388,synthetic,simulated_physics_based
synthetic_model,transformer,image-classification,pre-train,1300000000,H200,128,700,64,fp32,100000000000,780000000000000000000,36.0,1.3935544033029272,0.291110863555628,synthetic,simulated_physics_based
synthetic_model,transformer,text-generation,benchmark_training,6700000000,H100,16,700,16,bf16,500000000,20100000000000000000,36.0,0.12775162987108973,0.02714813399051045,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,benchmark_training,760000000,GB200,128,1000,256,bf16,100000000,456000000000000000,36.0,1.8103969445299657,1.0460538558947259,synthetic,simulated_physics_based
synthetic_model,transformer,image-classification,pre-train,1300000000,B200,4,1000,128,fp16,100000000000,780000000000000000000,206.50148845519914,0.2904680091446703,0.1669188811046678,synthetic,simulated_physics_based
synthetic_model,transformer,translation,pre-train,125000000,B200,4,1000,64,fp16,10000000000,7500000000000000000,36.0,0.060512173450151883,0.04611417132030221,synthetic,simulated_physics_based
synthetic_model,transformer,image-classification,benchmark_training,1300000000,GB300,64,1200,16,fp16,50000000,390000000000000000,36.0,1.0886070663598328,0.7770255120613659,synthetic,simulated_physics_based
synthetic_model,transformer,translation,pre-train,34000000000,GB200,64,1000,32,fp32,50000000000,10200000000000000000000,275.4770129318528,6.588454399125525,2.1742689223966294,synthetic,simulated_physics_based
synthetic_model,transformer,training_benchmark,pre-train,760000000,H100,64,700,512,bf16,30000000000,136800000000000000000,36.0,0.5474199583318907,0.20732206106053658,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,benchmark_training,1300000000,GB300,16,1200,512,fp16,500000000,3900000000000000000,36.0,0.26499646657312975,0.1162736567128912,synthetic,simulated_physics_based
synthetic_model,transformer,question-answering,benchmark_training,70000000000,H100,32,700,16,bf16,1000000000,420000000000000000000,36.0,0.2602811897576172,0.13001745639972,synthetic,simulated_physics_based
synthetic_model,transformer,image-classification,benchmark_training,355000000,B200,8,1000,16,fp16,1000000000,2130000000000000000,36.0,0.10147859151387319,0.03830695234456889,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,fine-tune,7000000000,A100,16,400,8,fp16,100000000,4200000000000000000,36.0,0.07248147064758852,0.056892411079739844,synthetic,simulated_physics_based
synthetic_model,transformer,training_benchmark,benchmark_training,70000000000,GB300,64,1200,16,bf16,100000000,42000000000000000000,36.0,1.1063702593687699,0.4983906408643843,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,benchmark_training,2700000000,H200,8,700,256,fp16,500000000,8100000000000000000,36.0,0.08343894166688583,0.0406119343115656,synthetic,simulated_physics_based
synthetic_model,transformer,text-generation,pre-train,13000000000,GB200,8,1000,256,bf16,10000000000,780000000000000000000,110.19683648117186,0.32200528917970794,0.06653171871440486,synthetic,simulated_physics_based
synthetic_model,transformer,question-answering,benchmark_training,6700000000,A100,16,400,128,fp16,100000000,4020000000000000000,36.0,0.07690092599007899,0.057811197896306676,synthetic,simulated_physics_based
synthetic_model,transformer,image-classification,benchmark_training,34000000000,V100,64,300,8,fp16,50000000,10200000000000000000,36.0,0.29903346256994845,0.23728619198784254,synthetic,simulated_physics_based
synthetic_model,transformer,training_benchmark,pre-train,125000000,GB200,256,1000,256,fp32,10000000000,7500000000000000000,36.0,3.8694762352585785,1.310066186111741,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,fine-tune,82000000,H100,1,700,64,fp32,1000000000,492000000000000000,36.0,0.00804453142150347,0.006336293742587406,synthetic,simulated_physics_based
synthetic_model,transformer,text-generation,pre-train,82000000,GB300,4,1200,512,fp32,100000000000,49200000000000000000,36.0,0.0528990517121905,0.011247125761047244,synthetic,simulated_physics_based
synthetic_model,transformer,training_benchmark,pre-train,7000000000,T4,256,70,16,fp16,30000000000,1260000000000000000000,36.0,0.23886206925919465,0.08198434387220928,synthetic,simulated_physics_based
synthetic_model,transformer,image-classification,benchmark_training,125000000,A100,2,400,32,fp16,500000000,375000000000000000,36.0,0.009109943189801968,0.0027109093622546716,synthetic,simulated_physics_based
synthetic_model,transformer,translation,fine-tune,7000000000,GB200,4,1000,32,bf16,100000000,4200000000000000000,36.0,0.051760985401168295,0.01611642662711047,synthetic,simulated_physics_based
synthetic_model,transformer,image-classification,fine-tune,6700000000,H200,32,700,512,fp16,50000000,2010000000000000000,36.0,0.25686436908635996,0.12601913422542352,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,benchmark_training,7000000000,A100,16,400,8,fp32,500000000,21000000000000000000,36.0,0.07330682179396526,0.02033255480139582,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,benchmark_training,13000000000,V100,2,300,16,bf16,1000000000,78000000000000000000,152.1661226583335,0.03962168115456209,0.02756696841276505,synthetic,simulated_physics_based
synthetic_model,transformer,summarization,benchmark_training,1300000000,GB300,2,1200,128,fp16,50000000,390000000000000000,36.0,0.03040892660901417,0.011052667621342173,synthetic,simulated_physics_based
synthetic_model,transformer,question-answering,fine-tune,6700000000,H100,8,700,32,fp32,50000000,2010000000000000000,36.0,0.0894144380684849,0.02494148037505181,synthetic,simulated_physics_based
synthetic_model,transformer,question-answering,fine-tune,125000000,GB200,2,1000,16,fp16,50000000,37500000000000000,36.0,0.022492919990238044,0.013869438871600356,synthetic,simulated_physics_based
synthetic_model,transformer,text-generation,fine-tune,6700000000,H100,16,700,256,bf16,100000000,4020000000000000000,36.0,0.161193958748321,0.12450774225432494,synthetic,simulated_physics_based
