public_id,model_name,model_family,task,train_type,organization,system_name,gpu_model,gpu_count,tdp_w,duration_minutes,duration_seconds,energy_kwh,co2_kg,source,label_quality,original_file,cpu_model,n_params,batch_size,precision,dataset_name,model_id,log_params,log_flops,gpu_model_enc,train_type_enc,task_enc,downloads,likes,log_energy_kwh,estimated_tokens,estimated_flops
,synthetic_model,transformer,translation,pre-train,,,H200,8.0,700.0,,65.64020276298957,0.1312325615448672,0.0710431203529989,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,6700000000.0,256.0,bf16,,,,,,,,,,,10000000000.0,402000000000000000000
,synthetic_model,transformer,summarization,pre-train,,,GB200,64.0,1000.0,,36.0,0.9181293297711522,0.4096529946535643,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,6700000000.0,32.0,fp32,,,,,,,,,,,10000000000.0,402000000000000000000
,synthetic_model,transformer,image-classification,benchmark_training,,,GB200,1.0,1000.0,,40.57278769611167,0.0150496923127977,0.003453739353978,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,70000000000.0,256.0,fp16,,,,,,,,,,,100000000.0,42000000000000000000
,synthetic_model,transformer,text-generation,fine-tune,,,V100,2.0,300.0,,36.0,0.0079618764991435,0.0030334538072219,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,125000000.0,16.0,fp16,,,,,,,,,,,500000000.0,375000000000000000
,synthetic_model,transformer,translation,pre-train,,,H200,64.0,700.0,,36.0,0.5788202725681506,0.4124903100247893,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,355000000.0,32.0,bf16,,,,,,,,,,,50000000000.0,106500000000000000000
,synthetic_model,transformer,text-generation,benchmark_training,,,V100,64.0,300.0,,36.0,0.2224801766603878,0.0781348006537635,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,125000000.0,512.0,fp32,,,,,,,,,,,1000000000.0,750000000000000000
,synthetic_model,transformer,summarization,fine-tune,,,A100,256.0,400.0,,36.0,1.5978273029400238,0.8771325751089032,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,760000000.0,8.0,fp16,,,,,,,,,,,50000000.0,228000000000000000
,synthetic_model,transformer,training_benchmark,fine-tune,,,T4,64.0,70.0,,36.0,0.0574790331527219,0.0393308453377883,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,760000000.0,16.0,fp32,,,,,,,,,,,100000000.0,456000000000000000
,synthetic_model,transformer,summarization,benchmark_training,,,B200,128.0,1000.0,,36.0,1.74290319955216,0.4706688158764749,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,6700000000.0,256.0,fp32,,,,,,,,,,,50000000.0,2010000000000000000
,synthetic_model,transformer,text-generation,benchmark_training,,,H100,8.0,700.0,,36.0,0.0878239661059835,0.0338132169908758,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,70000000000.0,256.0,fp16,,,,,,,,,,,50000000.0,21000000000000000000
,synthetic_model,transformer,summarization,fine-tune,,,B200,16.0,1000.0,,36.0,0.2455632935087374,0.1616929559792276,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,355000000.0,16.0,fp16,,,,,,,,,,,50000000.0,106500000000000000
,synthetic_model,transformer,text-generation,fine-tune,,,GB200,4.0,1000.0,,36.0,0.0479933947608129,0.020289810062778,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,6700000000.0,32.0,bf16,,,,,,,,,,,100000000.0,4020000000000000000
,synthetic_model,transformer,summarization,fine-tune,,,H100,32.0,700.0,,36.0,0.3025903065927196,0.1922298426273,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,70000000000.0,256.0,bf16,,,,,,,,,,,1000000000.0,420000000000000000000
,synthetic_model,transformer,image-classification,fine-tune,,,H100,256.0,700.0,,36.0,2.4058253265918554,1.2618463340037975,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,125000000.0,32.0,bf16,,,,,,,,,,,500000000.0,375000000000000000
,synthetic_model,transformer,question-answering,fine-tune,,,V100,2.0,300.0,,36.0,0.0090550819241856,0.0027437524572647,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,82000000.0,64.0,bf16,,,,,,,,,,,100000000.0,49200000000000000
,synthetic_model,transformer,training_benchmark,fine-tune,,,B200,1.0,1000.0,,36.0,0.0137793540709948,0.0085392961394825,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,2700000000.0,16.0,fp32,,,,,,,,,,,50000000.0,810000000000000000
,synthetic_model,transformer,question-answering,fine-tune,,,T4,1.0,70.0,,36.0,0.000914206208633,0.0002587556011377,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,6700000000.0,512.0,fp16,,,,,,,,,,,100000000.0,4020000000000000000
,synthetic_model,transformer,training_benchmark,pre-train,,,T4,256.0,70.0,,1544.7425606310044,10.916523271065303,4.397167589426591,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,70000000000.0,8.0,fp32,,,,,,,,,,,100000000000.0,42000000000000000000000
,synthetic_model,transformer,training_benchmark,pre-train,,,GB200,128.0,1000.0,,36.0,1.9883946094974951,1.098432770173657,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,1300000000.0,256.0,fp32,,,,,,,,,,,50000000000.0,390000000000000000000
,synthetic_model,transformer,question-answering,pre-train,,,GB300,128.0,1200.0,,36.0,2.2704814500431114,1.5359369647593668,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,2700000000.0,16.0,fp16,,,,,,,,,,,30000000000.0,486000000000000000000
,synthetic_model,transformer,image-classification,pre-train,,,H200,4.0,700.0,,36.0,0.0377243587386926,0.0277971387533068,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,355000000.0,64.0,fp16,,,,,,,,,,,10000000000.0,21300000000000000000
,synthetic_model,transformer,summarization,benchmark_training,,,H200,4.0,700.0,,36.0,0.0433803567479655,0.0320040330085715,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,6700000000.0,8.0,fp16,,,,,,,,,,,100000000.0,4020000000000000000
,synthetic_model,transformer,summarization,pre-train,,,A100,32.0,400.0,,225.22876169629563,1.155458690726349,0.8266016611476162,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,6700000000.0,16.0,fp16,,,,,,,,,,,100000000000.0,4020000000000000000000
,synthetic_model,transformer,translation,pre-train,,,GB300,64.0,1200.0,,43.772100222041416,1.138947636853214,0.513416074059531,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,7000000000.0,64.0,fp16,,,,,,,,,,,100000000000.0,4200000000000000000000
,synthetic_model,transformer,image-classification,benchmark_training,,,H100,8.0,700.0,,36.0,0.068633376128925,0.0269276566492721,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,355000000.0,16.0,bf16,,,,,,,,,,,100000000.0,213000000000000000
,synthetic_model,transformer,translation,benchmark_training,,,B200,128.0,1000.0,,36.0,1.7742616413068808,0.8252307794624858,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,70000000000.0,128.0,fp16,,,,,,,,,,,500000000.0,210000000000000000000
,synthetic_model,transformer,question-answering,benchmark_training,,,GB200,4.0,1000.0,,36.0,0.0509343752247182,0.0329989187360424,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,760000000.0,64.0,fp32,,,,,,,,,,,1000000000.0,4560000000000000000
,synthetic_model,transformer,translation,benchmark_training,,,GB200,1.0,1000.0,,36.0,0.0126600035105883,0.0081867849770697,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,1300000000.0,16.0,fp32,,,,,,,,,,,100000000.0,780000000000000000
,synthetic_model,transformer,summarization,fine-tune,,,GB200,256.0,1000.0,,36.0,3.010534633566785,0.8375030166287022,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,70000000000.0,64.0,fp32,,,,,,,,,,,100000000.0,42000000000000000000
,synthetic_model,transformer,question-answering,fine-tune,,,A100,16.0,400.0,,36.0,0.0782831439117536,0.0186276342093853,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,6700000000.0,256.0,bf16,,,,,,,,,,,1000000000.0,40200000000000000000
,synthetic_model,transformer,summarization,fine-tune,,,H100,4.0,700.0,,36.0,0.0326439334928889,0.0233484748825973,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,34000000000.0,64.0,fp16,,,,,,,,,,,100000000.0,20400000000000000000
,synthetic_model,transformer,text-generation,benchmark_training,,,B200,256.0,1000.0,,36.0,3.5267786564200727,1.8217496624431464,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,7000000000.0,256.0,bf16,,,,,,,,,,,50000000.0,2100000000000000000
,synthetic_model,transformer,translation,fine-tune,,,V100,1.0,300.0,,36.0,0.0042831539676609,0.0014558977128902,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,125000000.0,8.0,fp32,,,,,,,,,,,500000000.0,375000000000000000
,synthetic_model,transformer,text-generation,pre-train,,,H100,4.0,700.0,,261.6013835848619,0.2944312174832499,0.0617348030543648,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,2700000000.0,16.0,fp16,,,,,,,,,,,50000000000.0,810000000000000000000
,synthetic_model,transformer,image-classification,pre-train,,,GB300,128.0,1200.0,,74.80291105285535,4.105434505748609,1.687439874744914,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,34000000000.0,32.0,bf16,,,,,,,,,,,50000000000.0,10200000000000000000000
,synthetic_model,transformer,text-generation,benchmark_training,,,A100,4.0,400.0,,36.0,0.0239210509898088,0.0079099375961718,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,125000000.0,16.0,fp16,,,,,,,,,,,1000000000.0,750000000000000000
,synthetic_model,transformer,text-generation,benchmark_training,,,GB300,16.0,1200.0,,36.0,0.276195630228673,0.1883453331977623,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,355000000.0,256.0,fp32,,,,,,,,,,,100000000.0,213000000000000000
,synthetic_model,transformer,summarization,pre-train,,,V100,1.0,300.0,,17449.166769125794,2.0807115774075853,0.8599952945100486,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,7000000000.0,16.0,fp16,,,,,,,,,,,100000000000.0,4200000000000000000000
,synthetic_model,transformer,question-answering,fine-tune,,,T4,32.0,70.0,,36.0,0.0336992156371759,0.0126985661348413,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,355000000.0,64.0,bf16,,,,,,,,,,,1000000000.0,2130000000000000000
,synthetic_model,transformer,translation,fine-tune,,,GB300,32.0,1200.0,,36.0,0.4951595346840015,0.1889828675599398,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,82000000.0,32.0,fp32,,,,,,,,,,,100000000.0,49200000000000000
,synthetic_model,transformer,training_benchmark,fine-tune,,,H200,64.0,700.0,,36.0,0.5956935062787123,0.4114920264298435,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,355000000.0,16.0,fp32,,,,,,,,,,,500000000.0,1065000000000000000
,synthetic_model,transformer,text-generation,benchmark_training,,,V100,32.0,300.0,,36.0,0.1373503778555353,0.1019090595639788,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,1300000000.0,128.0,fp16,,,,,,,,,,,1000000000.0,7800000000000000000
,synthetic_model,transformer,translation,benchmark_training,,,B200,16.0,1000.0,,36.0,0.1838837481130354,0.0623820368754711,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,355000000.0,16.0,bf16,,,,,,,,,,,50000000.0,106500000000000000
,synthetic_model,transformer,image-classification,benchmark_training,,,B200,4.0,1000.0,,36.0,0.0611405805666115,0.0274560523874889,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,7000000000.0,8.0,bf16,,,,,,,,,,,500000000.0,21000000000000000000
,synthetic_model,transformer,translation,benchmark_training,,,GB300,64.0,1200.0,,36.0,0.8791065224800769,0.4067352357650511,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,1300000000.0,32.0,fp32,,,,,,,,,,,1000000000.0,7800000000000000000
,synthetic_model,transformer,image-classification,benchmark_training,,,V100,32.0,300.0,,36.0,0.1426688427282003,0.0349989857204079,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,70000000000.0,128.0,fp32,,,,,,,,,,,50000000.0,21000000000000000000
,synthetic_model,transformer,summarization,pre-train,,,T4,16.0,70.0,,9790.342335501811,4.610831021637781,2.105312137075686,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,34000000000.0,64.0,fp32,,,,,,,,,,,100000000000.0,20400000000000000000000
,synthetic_model,transformer,question-answering,pre-train,,,H200,64.0,700.0,,36.0,0.5683684335520307,0.1442635892075934,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,82000000.0,32.0,fp16,,,,,,,,,,,100000000000.0,49200000000000000000
,synthetic_model,transformer,question-answering,fine-tune,,,A100,32.0,400.0,,36.0,0.202338798264391,0.1384719708586405,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,2700000000.0,256.0,fp16,,,,,,,,,,,1000000000.0,16200000000000000000
,synthetic_model,transformer,text-generation,benchmark_training,,,H200,2.0,700.0,,36.0,0.0219341857367489,0.0089219045883058,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,1300000000.0,64.0,bf16,,,,,,,,,,,500000000.0,3900000000000000000
,synthetic_model,transformer,text-generation,fine-tune,,,V100,1.0,300.0,,36.0,0.003541476647531,0.0019049554477646,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,13000000000.0,512.0,fp32,,,,,,,,,,,50000000.0,3900000000000000000
,synthetic_model,transformer,image-classification,fine-tune,,,B200,2.0,1000.0,,36.0,0.0267710981769392,0.0213295660507734,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,355000000.0,16.0,bf16,,,,,,,,,,,50000000.0,106500000000000000
,synthetic_model,transformer,text-generation,fine-tune,,,T4,32.0,70.0,,36.0,0.0322467230348255,0.0078825484169525,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,82000000.0,512.0,bf16,,,,,,,,,,,1000000000.0,492000000000000000
,synthetic_model,transformer,text-generation,benchmark_training,,,B200,2.0,1000.0,,36.81507857428642,0.0256100779908519,0.0064505256983154,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,70000000000.0,128.0,fp32,,,,,,,,,,,100000000.0,42000000000000000000
,synthetic_model,transformer,text-generation,fine-tune,,,V100,4.0,300.0,,36.0,0.013208570058475,0.0062047259401978,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,760000000.0,8.0,bf16,,,,,,,,,,,1000000000.0,4560000000000000000
,synthetic_model,transformer,text-generation,pre-train,,,H100,8.0,700.0,,4040.697225588321,10.054355155384297,3.7413058613574304,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,70000000000.0,8.0,bf16,,,,,,,,,,,50000000000.0,21000000000000000000000
,synthetic_model,transformer,training_benchmark,pre-train,,,H100,128.0,700.0,,245.7687871522434,7.586362719932493,2.2444229537753784,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,70000000000.0,512.0,fp32,,,,,,,,,,,30000000000.0,12600000000000000000000
,synthetic_model,transformer,question-answering,fine-tune,,,H200,1.0,700.0,,36.0,0.0104749401584573,0.0077876369397113,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,7000000000.0,64.0,fp32,,,,,,,,,,,50000000.0,2100000000000000000
,synthetic_model,transformer,question-answering,fine-tune,,,H100,16.0,700.0,,36.0,0.1778048815036301,0.0603423169534094,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,355000000.0,16.0,bf16,,,,,,,,,,,50000000.0,106500000000000000
,synthetic_model,transformer,image-classification,fine-tune,,,H100,4.0,700.0,,36.0,0.0323797676232363,0.0233786764735071,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,125000000.0,512.0,fp16,,,,,,,,,,,1000000000.0,750000000000000000
,synthetic_model,transformer,translation,fine-tune,,,H200,64.0,700.0,,36.0,0.6352876621601706,0.1898484359461667,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,70000000000.0,128.0,bf16,,,,,,,,,,,1000000000.0,420000000000000000000
,synthetic_model,transformer,training_benchmark,benchmark_training,,,B200,8.0,1000.0,,36.0,0.1174717827484078,0.0554525243127791,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,1300000000.0,128.0,fp32,,,,,,,,,,,500000000.0,3900000000000000000
,synthetic_model,transformer,summarization,pre-train,,,A100,2.0,400.0,,128.57822179492717,0.0455635493497779,0.0106093352904582,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,1300000000.0,8.0,fp32,,,,,,,,,,,10000000000.0,78000000000000000000
,synthetic_model,transformer,summarization,fine-tune,,,GB200,2.0,1000.0,,36.0,0.0270313355474832,0.0105303674453223,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,34000000000.0,256.0,bf16,,,,,,,,,,,50000000.0,10200000000000000000
,synthetic_model,transformer,training_benchmark,pre-train,,,B200,2.0,1000.0,,577.0747582105315,0.4695529468023712,0.3403546289985734,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,2700000000.0,128.0,fp16,,,,,,,,,,,100000000000.0,1620000000000000000000
,synthetic_model,transformer,summarization,pre-train,,,GB300,32.0,1200.0,,36.0,0.5809705394739485,0.2219902057928725,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,2700000000.0,64.0,fp16,,,,,,,,,,,30000000000.0,486000000000000000000
,synthetic_model,transformer,summarization,pre-train,,,A100,1.0,400.0,,1253.0666221383672,0.1808926113963599,0.0705748558723483,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,760000000.0,256.0,fp16,,,,,,,,,,,100000000000.0,456000000000000000000
,synthetic_model,transformer,summarization,fine-tune,,,GB200,128.0,1000.0,,36.0,2.0234313230428462,0.784498036339983,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,2700000000.0,512.0,fp16,,,,,,,,,,,100000000.0,1620000000000000000
,synthetic_model,transformer,translation,pre-train,,,GB200,1.0,1000.0,,1665.0438985567218,0.531436810665725,0.2742693828510174,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,6700000000.0,512.0,fp32,,,,,,,,,,,30000000000.0,1206000000000000000000
,synthetic_model,transformer,image-classification,fine-tune,,,B200,1.0,1000.0,,36.0,0.0131662546615451,0.0089506189558454,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,6700000000.0,64.0,bf16,,,,,,,,,,,100000000.0,4020000000000000000
,synthetic_model,transformer,image-classification,pre-train,,,V100,1.0,300.0,,590.9747685783132,0.0723814730550408,0.0329908222766235,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,760000000.0,64.0,fp16,,,,,,,,,,,50000000000.0,228000000000000000000
,synthetic_model,transformer,translation,benchmark_training,,,T4,128.0,70.0,,36.0,0.1332349799107716,0.0308097155802321,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,760000000.0,64.0,fp32,,,,,,,,,,,500000000.0,2280000000000000000
,synthetic_model,transformer,summarization,pre-train,,,H100,128.0,700.0,,36.0,0.9913440989807516,0.671463762844378,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,760000000.0,128.0,bf16,,,,,,,,,,,100000000000.0,456000000000000000000
,synthetic_model,transformer,text-generation,pre-train,,,GB300,1.0,1200.0,,213.5709127445392,0.0866943399501423,0.0658445568188341,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,355000000.0,32.0,fp32,,,,,,,,,,,100000000000.0,213000000000000000000
,synthetic_model,transformer,summarization,fine-tune,,,H200,4.0,700.0,,70.67309750199854,0.0840873258182195,0.0526278212310946,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,34000000000.0,16.0,bf16,,,,,,,,,,,1000000000.0,204000000000000000000
,synthetic_model,transformer,translation,benchmark_training,,,T4,16.0,70.0,,36.0,0.0177813693975901,0.0138599064891067,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,7000000000.0,256.0,fp32,,,,,,,,,,,500000000.0,21000000000000000000
,synthetic_model,transformer,question-answering,pre-train,,,GB200,2.0,1000.0,,10018.287193872668,6.7213497086536895,4.615300405985096,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,70000000000.0,128.0,fp32,,,,,,,,,,,50000000000.0,21000000000000000000000
,synthetic_model,transformer,text-generation,fine-tune,,,A100,32.0,400.0,,36.0,0.1840699541865329,0.0815431110348099,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,2700000000.0,128.0,fp16,,,,,,,,,,,1000000000.0,16200000000000000000
,synthetic_model,transformer,training_benchmark,fine-tune,,,GB200,8.0,1000.0,,36.0,0.1252617762842608,0.0317420657566513,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,2700000000.0,16.0,fp16,,,,,,,,,,,500000000.0,8100000000000000000
,synthetic_model,transformer,question-answering,pre-train,,,GB300,16.0,1200.0,,691.8571699677435,5.726942113060169,1.6832486691529087,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,70000000000.0,128.0,fp16,,,,,,,,,,,30000000000.0,12600000000000000000000
,synthetic_model,transformer,question-answering,fine-tune,,,B200,8.0,1000.0,,36.0,0.1026655080038582,0.058670549431884,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,355000000.0,256.0,bf16,,,,,,,,,,,100000000.0,213000000000000000
,synthetic_model,transformer,text-generation,pre-train,,,GB300,1.0,1200.0,,847.137253349902,0.3951910880151871,0.0960477187298504,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,7000000000.0,32.0,bf16,,,,,,,,,,,30000000000.0,1260000000000000000000
,synthetic_model,transformer,summarization,benchmark_training,,,B200,2.0,1000.0,,36.52372710271949,0.0246206304128081,0.0186844544122103,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,34000000000.0,128.0,fp16,,,,,,,,,,,500000000.0,102000000000000000000
,synthetic_model,transformer,translation,benchmark_training,,,GB300,64.0,1200.0,,36.0,0.8522500783173947,0.3376649421001517,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,125000000.0,512.0,fp32,,,,,,,,,,,100000000.0,75000000000000000
,synthetic_model,transformer,training_benchmark,fine-tune,,,T4,128.0,70.0,,36.0,0.1266925513433623,0.0462572402892535,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,2700000000.0,16.0,fp32,,,,,,,,,,,500000000.0,8100000000000000000
,synthetic_model,transformer,translation,pre-train,,,GB300,256.0,1200.0,,36.0,3.489648717798061,2.601195856090682,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,2700000000.0,16.0,fp16,,,,,,,,,,,50000000000.0,810000000000000000000
,synthetic_model,transformer,text-generation,pre-train,,,H100,8.0,700.0,,419.5641777591221,1.030466711161127,0.2541413783501247,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,34000000000.0,128.0,bf16,,,,,,,,,,,10000000000.0,2040000000000000000000
,synthetic_model,transformer,summarization,benchmark_training,,,H200,8.0,700.0,,36.0,0.0725994941414792,0.0223454513555709,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,760000000.0,512.0,fp16,,,,,,,,,,,50000000.0,228000000000000000
,synthetic_model,transformer,text-generation,fine-tune,,,H200,8.0,700.0,,36.0,0.0777860188563475,0.0602676437927554,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,1300000000.0,16.0,fp16,,,,,,,,,,,1000000000.0,7800000000000000000
,synthetic_model,transformer,summarization,benchmark_training,,,B200,128.0,1000.0,,36.0,1.8048008534255415,0.7293810211294816,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,125000000.0,512.0,fp32,,,,,,,,,,,1000000000.0,750000000000000000
,synthetic_model,transformer,text-generation,pre-train,,,A100,128.0,400.0,,142.72792692970077,3.1016239442675118,1.4292496805744397,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,13000000000.0,512.0,fp16,,,,,,,,,,,100000000000.0,7800000000000000000000
,synthetic_model,transformer,question-answering,fine-tune,,,H100,128.0,700.0,,36.0,1.33000635296308,0.4779411864028131,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,1300000000.0,32.0,fp32,,,,,,,,,,,500000000.0,3900000000000000000
,synthetic_model,transformer,question-answering,pre-train,,,V100,1.0,300.0,,75.77590110072074,0.0093685326757735,0.0030310237342211,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,82000000.0,512.0,fp16,,,,,,,,,,,50000000000.0,24600000000000000000
,synthetic_model,transformer,training_benchmark,pre-train,,,B200,64.0,1000.0,,36.0,1.0058226719019043,0.7634584890648969,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,355000000.0,128.0,fp32,,,,,,,,,,,50000000000.0,106500000000000000000
,synthetic_model,transformer,training_benchmark,pre-train,,,A100,32.0,400.0,,159.10279482180113,0.6807822971692018,0.2824779685061652,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,6700000000.0,128.0,fp32,,,,,,,,,,,50000000000.0,2010000000000000000000
,synthetic_model,transformer,training_benchmark,benchmark_training,,,T4,256.0,70.0,,36.0,0.2383881965422421,0.1765159936946847,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,34000000000.0,8.0,bf16,,,,,,,,,,,100000000.0,20400000000000000000
,synthetic_model,transformer,text-generation,benchmark_training,,,V100,2.0,300.0,,36.0,0.0093900161333732,0.0040390256205512,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,7000000000.0,16.0,fp32,,,,,,,,,,,100000000.0,4200000000000000000
,synthetic_model,transformer,text-generation,pre-train,,,V100,32.0,300.0,,36.0,0.1443219747717629,0.0291810065985367,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,760000000.0,32.0,fp16,,,,,,,,,,,50000000000.0,228000000000000000000
,synthetic_model,transformer,question-answering,pre-train,,,GB300,64.0,1200.0,,36.0,0.9677028726464958,0.4384318618472315,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,125000000.0,128.0,fp32,,,,,,,,,,,100000000000.0,75000000000000000000
,synthetic_model,transformer,text-generation,pre-train,,,V100,8.0,300.0,,36.85127983638287,0.0274884076886931,0.0161088071161066,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,355000000.0,64.0,fp32,,,,,,,,,,,30000000000.0,63900000000000000000
,synthetic_model,transformer,training_benchmark,benchmark_training,,,T4,256.0,70.0,,36.0,0.2206409220272917,0.0510581422342255,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,760000000.0,8.0,fp32,,,,,,,,,,,100000000.0,456000000000000000
,synthetic_model,transformer,image-classification,fine-tune,,,T4,1.0,70.0,,208.502899757658,0.0061857088898152,0.0030300060783201,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,7000000000.0,16.0,fp32,,,,,,,,,,,500000000.0,21000000000000000000
,synthetic_model,transformer,translation,pre-train,,,GB200,64.0,1000.0,,36.0,0.8371426145307796,0.6585903214701527,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,2700000000.0,8.0,bf16,,,,,,,,,,,10000000000.0,162000000000000000000
,synthetic_model,transformer,image-classification,benchmark_training,,,GB200,256.0,1000.0,,36.0,3.189589986606592,0.9685330048227369,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,70000000000.0,8.0,fp32,,,,,,,,,,,50000000.0,21000000000000000000
,synthetic_model,transformer,training_benchmark,fine-tune,,,H100,128.0,700.0,,36.0,1.1555557879954756,0.8626230153405322,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,760000000.0,8.0,fp16,,,,,,,,,,,500000000.0,2280000000000000000
,synthetic_model,transformer,question-answering,fine-tune,,,A100,64.0,400.0,,36.0,0.4012045817051155,0.0919073596118961,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,13000000000.0,16.0,fp32,,,,,,,,,,,500000000.0,39000000000000000000
,synthetic_model,transformer,image-classification,benchmark_training,,,B200,256.0,1000.0,,36.0,3.085153507714383,1.6645426305460516,synthetic,simulated_physics_based,data/synthetic_energy_data.csv,,1300000000.0,64.0,fp32,,,,,,,,,,,500000000.0,3900000000000000000
