row_id,source,split
9182,synthetic,train
4228,synthetic,train
10043,synthetic,train
8243,synthetic,train
2233,synthetic,train
596,synthetic,train
3024,synthetic,train
10337,synthetic,train
535,synthetic,train
3245,synthetic,train
8438,synthetic,train
4880,synthetic,train
6791,synthetic,train
3737,synthetic,train
8055,synthetic,train
3818,synthetic,train
8341,synthetic,train
3069,synthetic,train
11185,synthetic,train
5121,synthetic,train
2594,synthetic,train
8969,synthetic,train
5506,synthetic,train
3676,synthetic,train
567,synthetic,train
4168,synthetic,train
9384,synthetic,train
608,synthetic,train
6178,synthetic,train
1086,synthetic,train
5556,synthetic,train
7503,synthetic,train
11658,synthetic,train
9913,synthetic,train
4742,synthetic,train
9069,synthetic,train
3942,synthetic,train
11943,synthetic,train
11131,synthetic,train
2313,synthetic,train
10232,synthetic,train
11790,synthetic,train
331,synthetic,train
8235,synthetic,train
7115,synthetic,train
11169,synthetic,train
11685,synthetic,train
7011,synthetic,train
9360,synthetic,train
8858,synthetic,train
10045,synthetic,train
8205,synthetic,train
5616,synthetic,train
1926,synthetic,train
5830,synthetic,train
8801,synthetic,train
312,synthetic,train
10577,synthetic,train
6523,synthetic,train
1705,synthetic,train
7839,synthetic,train
9525,synthetic,train
8402,synthetic,train
1955,synthetic,train
3152,synthetic,train
12256,synthetic,train
1834,synthetic,train
9170,synthetic,train
3463,synthetic,train
4665,synthetic,train
1890,synthetic,train
10349,synthetic,train
2141,synthetic,train
12159,synthetic,train
5372,synthetic,train
5968,synthetic,train
5334,synthetic,train
5769,synthetic,train
10842,synthetic,train
8350,synthetic,train
1108,synthetic,train
3184,synthetic,train
8802,synthetic,train
8604,synthetic,train
3137,synthetic,train
6627,synthetic,train
9972,synthetic,train
446,synthetic,train
4039,synthetic,train
2090,synthetic,train
9447,synthetic,train
3219,synthetic,train
7445,synthetic,train
11344,synthetic,train
9493,synthetic,train
7164,synthetic,train
5706,synthetic,train
6847,synthetic,train
1494,synthetic,train
8671,synthetic,train
4175,synthetic,train
706,synthetic,train
9169,synthetic,train
6099,synthetic,train
1104,synthetic,train
5461,synthetic,train
10803,synthetic,train
8522,synthetic,train
7753,synthetic,train
8091,synthetic,train
2700,synthetic,train
3363,synthetic,train
10551,synthetic,train
5034,synthetic,train
9078,synthetic,train
7234,synthetic,train
6354,synthetic,train
1554,synthetic,train
9744,synthetic,train
5778,synthetic,train
11634,synthetic,train
5327,synthetic,train
3702,synthetic,train
10382,synthetic,train
9520,synthetic,train
10254,synthetic,train
3097,synthetic,train
1036,synthetic,train
11917,synthetic,train
11399,synthetic,train
6584,synthetic,train
2413,synthetic,train
5818,synthetic,train
5180,synthetic,train
8031,synthetic,train
11648,synthetic,train
8268,synthetic,train
3396,synthetic,train
10362,synthetic,train
5722,synthetic,train
8995,synthetic,train
12079,synthetic,train
3443,synthetic,train
10221,synthetic,train
2203,synthetic,train
9806,synthetic,train
3459,synthetic,train
10661,synthetic,train
1549,synthetic,train
4841,synthetic,train
6595,synthetic,train
2760,synthetic,train
11670,synthetic,train
10972,synthetic,train
11709,synthetic,train
10408,synthetic,train
4366,synthetic,train
4386,synthetic,train
10094,synthetic,train
7193,synthetic,train
4226,synthetic,train
2139,synthetic,train
10439,synthetic,train
11412,synthetic,train
10014,synthetic,train
5717,synthetic,train
7718,synthetic,train
3847,synthetic,train
10802,synthetic,train
4125,synthetic,train
2408,synthetic,train
4391,synthetic,train
1296,synthetic,train
896,synthetic,train
7476,synthetic,train
10085,synthetic,train
4394,synthetic,train
8001,synthetic,train
1343,synthetic,train
6971,synthetic,train
1121,synthetic,train
5472,synthetic,train
1163,synthetic,train
451,synthetic,train
369,synthetic,train
6286,synthetic,train
4715,synthetic,train
2202,synthetic,train
7930,synthetic,train
4591,synthetic,train
10878,synthetic,train
10499,synthetic,train
6187,synthetic,train
2300,synthetic,train
9561,synthetic,train
9259,synthetic,train
8047,synthetic,train
5138,synthetic,train
4919,synthetic,train
8482,synthetic,train
5261,synthetic,train
3035,synthetic,train
4405,synthetic,train
2583,synthetic,train
1022,synthetic,train
6181,synthetic,train
2877,synthetic,train
2671,synthetic,train
1354,synthetic,train
6325,synthetic,train
7525,synthetic,train
1806,synthetic,train
4849,synthetic,train
6294,synthetic,train
8352,synthetic,train
7213,synthetic,train
3395,synthetic,train
4116,synthetic,train
5300,synthetic,train
7695,synthetic,train
11312,synthetic,train
5688,synthetic,train
6783,synthetic,train
6679,synthetic,train
9515,synthetic,train
4065,synthetic,train
1144,synthetic,train
2914,synthetic,train
7960,synthetic,train
7920,synthetic,train
8285,synthetic,train
7034,synthetic,train
10791,synthetic,train
11322,synthetic,train
724,synthetic,train
1517,synthetic,train
12069,synthetic,train
2519,synthetic,train
4534,synthetic,train
7334,synthetic,train
5452,synthetic,train
5890,synthetic,train
11882,synthetic,train
6491,synthetic,train
7642,synthetic,train
5560,synthetic,train
2462,synthetic,train
10962,synthetic,train
10633,synthetic,train
1522,synthetic,train
8006,synthetic,train
7472,synthetic,train
1235,synthetic,train
8862,synthetic,train
6126,synthetic,train
5185,synthetic,train
1201,synthetic,train
5523,synthetic,train
6842,synthetic,train
4983,synthetic,train
2647,synthetic,train
11932,synthetic,train
5281,synthetic,train
7389,synthetic,train
4651,synthetic,train
5408,synthetic,train
10285,synthetic,train
7063,synthetic,train
3481,synthetic,train
4142,synthetic,train
8214,synthetic,train
11584,synthetic,train
1870,synthetic,train
4135,synthetic,train
6213,synthetic,train
3049,synthetic,train
1204,synthetic,train
10941,synthetic,train
2117,synthetic,train
10658,synthetic,train
4368,synthetic,train
5473,synthetic,train
10463,synthetic,train
3515,synthetic,train
7583,synthetic,train
2950,synthetic,train
8516,synthetic,train
7649,synthetic,train
4887,synthetic,train
9221,synthetic,train
1579,synthetic,train
9343,synthetic,train
12115,synthetic,train
5422,synthetic,train
8984,synthetic,train
10373,synthetic,train
9219,synthetic,train
1395,synthetic,train
4789,synthetic,train
3735,synthetic,train
3765,synthetic,train
5009,synthetic,train
2737,synthetic,train
8202,synthetic,train
8418,synthetic,train
7346,synthetic,train
9102,synthetic,train
9571,synthetic,train
4761,synthetic,train
8225,synthetic,train
12098,synthetic,train
6596,synthetic,train
9039,synthetic,train
7242,synthetic,train
7491,synthetic,train
9212,synthetic,train
2134,synthetic,train
10466,synthetic,train
8538,synthetic,train
11583,synthetic,train
5356,synthetic,train
3164,synthetic,train
830,synthetic,train
1708,synthetic,train
3674,synthetic,train
9939,synthetic,train
1199,synthetic,train
9575,synthetic,train
9035,synthetic,train
8287,synthetic,train
10284,synthetic,train
6101,synthetic,train
7097,synthetic,train
9010,synthetic,train
3486,synthetic,train
11949,synthetic,train
6592,synthetic,train
4238,synthetic,train
4643,synthetic,train
6094,synthetic,train
9754,synthetic,train
9449,synthetic,train
3799,synthetic,train
8757,synthetic,train
11002,synthetic,train
10922,synthetic,train
11172,synthetic,train
5941,synthetic,train
3087,synthetic,train
6040,synthetic,train
3894,synthetic,train
5256,synthetic,train
1598,synthetic,train
3522,synthetic,train
8934,synthetic,train
7098,synthetic,train
5349,synthetic,train
6001,synthetic,train
910,synthetic,train
6299,synthetic,train
3162,synthetic,train
2518,synthetic,train
12134,synthetic,train
5655,synthetic,train
7342,synthetic,train
12010,synthetic,train
9782,synthetic,train
3781,synthetic,train
2990,synthetic,train
8217,synthetic,train
4738,synthetic,train
5920,synthetic,train
1856,synthetic,train
327,synthetic,train
2844,synthetic,train
11259,synthetic,train
6541,synthetic,train
3456,synthetic,train
11498,synthetic,train
5587,synthetic,train
9772,synthetic,train
9868,synthetic,train
1518,synthetic,train
7916,synthetic,train
6610,synthetic,train
10473,synthetic,train
7783,synthetic,train
1251,synthetic,train
3764,synthetic,train
373,synthetic,train
1179,synthetic,train
2769,synthetic,train
11542,synthetic,train
425,synthetic,train
7001,synthetic,train
7893,synthetic,train
10503,synthetic,train
8935,synthetic,train
4863,synthetic,train
9095,synthetic,train
10456,synthetic,train
1209,synthetic,train
4854,synthetic,train
10058,synthetic,train
4030,synthetic,train
2766,synthetic,train
5367,synthetic,train
3110,synthetic,train
6260,synthetic,train
9002,synthetic,train
12233,synthetic,train
8033,synthetic,train
10230,synthetic,train
4706,synthetic,train
6054,synthetic,train
10671,synthetic,train
4720,synthetic,train
9229,synthetic,train
2765,synthetic,train
9344,synthetic,train
6883,synthetic,train
1374,synthetic,train
7202,synthetic,train
10322,synthetic,train
558,synthetic,train
1935,synthetic,train
3607,synthetic,train
6430,synthetic,train
2995,synthetic,train
5929,synthetic,train
9850,synthetic,train
5248,synthetic,train
11392,synthetic,train
2638,synthetic,train
7691,synthetic,train
7685,synthetic,train
8609,synthetic,train
4585,synthetic,train
4432,synthetic,train
9480,synthetic,train
4810,synthetic,train
11865,synthetic,train
8870,synthetic,train
9861,synthetic,train
2363,synthetic,train
5596,synthetic,train
8560,synthetic,train
4019,synthetic,train
9631,synthetic,train
2097,synthetic,train
9900,synthetic,train
10225,synthetic,train
12044,synthetic,train
5970,synthetic,train
867,synthetic,train
4760,synthetic,train
7296,synthetic,train
1353,synthetic,train
8121,synthetic,train
6978,synthetic,train
8894,synthetic,train
11006,synthetic,train
4747,synthetic,train
420,synthetic,train
463,synthetic,train
6743,synthetic,train
4200,synthetic,train
8624,synthetic,train
6363,synthetic,train
5193,synthetic,train
3194,synthetic,train
2074,synthetic,train
7907,synthetic,train
2695,synthetic,train
1490,synthetic,train
11582,synthetic,train
11939,synthetic,train
3306,synthetic,train
5965,synthetic,train
11845,synthetic,train
3175,synthetic,train
11141,synthetic,train
7805,synthetic,train
4248,synthetic,train
4511,synthetic,train
6371,synthetic,train
7088,synthetic,train
9516,synthetic,train
8336,synthetic,train
6464,synthetic,train
3553,synthetic,train
4294,synthetic,train
2985,synthetic,train
4550,synthetic,train
4594,synthetic,train
2812,synthetic,train
4137,synthetic,train
6465,synthetic,train
8792,synthetic,train
8411,synthetic,train
7139,synthetic,train
7745,synthetic,train
5013,synthetic,train
5146,synthetic,train
1117,synthetic,train
630,synthetic,train
6799,synthetic,train
10294,synthetic,train
2821,synthetic,train
4061,synthetic,train
2900,synthetic,train
5715,synthetic,train
11376,synthetic,train
4750,synthetic,train
2607,synthetic,train
909,synthetic,train
7119,synthetic,train
3041,synthetic,train
8444,synthetic,train
10501,synthetic,train
10669,synthetic,train
11776,synthetic,train
7467,synthetic,train
6204,synthetic,train
8503,synthetic,train
875,synthetic,train
10379,synthetic,train
2835,synthetic,train
313,synthetic,train
12158,synthetic,train
3600,synthetic,train
10293,synthetic,train
1965,synthetic,train
11120,synthetic,train
8251,synthetic,train
8175,synthetic,train
1753,synthetic,train
6136,synthetic,train
12214,synthetic,train
8419,synthetic,train
1063,synthetic,train
5213,synthetic,train
8003,synthetic,train
2072,synthetic,train
9408,synthetic,train
1250,synthetic,train
3034,synthetic,train
9688,synthetic,train
2708,synthetic,train
3773,synthetic,train
8193,synthetic,train
10325,synthetic,train
479,synthetic,train
8413,synthetic,train
1548,synthetic,train
3423,synthetic,train
4938,synthetic,train
2878,synthetic,train
3872,synthetic,train
303,synthetic,train
9859,synthetic,train
9179,synthetic,train
9034,synthetic,train
4052,synthetic,train
3831,synthetic,train
12234,synthetic,train
1763,synthetic,train
8307,synthetic,train
12054,synthetic,train
7856,synthetic,train
3699,synthetic,train
2152,synthetic,train
11823,synthetic,train
11608,synthetic,train
11258,synthetic,train
5515,synthetic,train
2215,synthetic,train
11561,synthetic,train
5427,synthetic,train
5074,synthetic,train
3835,synthetic,train
6720,synthetic,train
1765,synthetic,train
8730,synthetic,train
930,synthetic,train
6751,synthetic,train
7308,synthetic,train
10095,synthetic,train
10940,synthetic,train
1345,synthetic,train
1157,synthetic,train
3566,synthetic,train
11911,synthetic,train
6499,synthetic,train
2926,synthetic,train
7906,synthetic,train
3453,synthetic,train
3150,synthetic,train
6263,synthetic,train
7999,synthetic,train
10121,synthetic,train
4999,synthetic,train
2881,synthetic,train
8950,synthetic,train
6462,synthetic,train
9526,synthetic,train
9790,synthetic,train
8664,synthetic,train
6073,synthetic,train
262,synthetic,train
6230,synthetic,train
2630,synthetic,train
4064,synthetic,train
2029,synthetic,train
10453,synthetic,train
8701,synthetic,train
6339,synthetic,train
791,synthetic,train
10598,synthetic,train
10634,synthetic,train
6736,synthetic,train
7237,synthetic,train
10952,synthetic,train
11204,synthetic,train
3380,synthetic,train
11074,synthetic,train
6519,synthetic,train
991,synthetic,train
3666,synthetic,train
2599,synthetic,train
6251,synthetic,train
6588,synthetic,train
3058,synthetic,train
8584,synthetic,train
2825,synthetic,train
2841,synthetic,train
10065,synthetic,train
9164,synthetic,train
10443,synthetic,train
9032,synthetic,train
643,synthetic,train
11019,synthetic,train
11619,synthetic,train
1515,synthetic,train
2364,synthetic,train
11505,synthetic,train
10217,synthetic,train
8830,synthetic,train
11518,synthetic,train
5254,synthetic,train
11012,synthetic,train
9253,synthetic,train
5317,synthetic,train
918,synthetic,train
4694,synthetic,train
3744,synthetic,train
11649,synthetic,train
5578,synthetic,train
4076,synthetic,train
7033,synthetic,train
8496,synthetic,train
10936,synthetic,train
2806,synthetic,train
8294,synthetic,train
6739,synthetic,train
1881,synthetic,train
11564,synthetic,train
7520,synthetic,train
4164,synthetic,train
2107,synthetic,train
10935,synthetic,train
1356,synthetic,train
7071,synthetic,train
8917,synthetic,train
11300,synthetic,train
11954,synthetic,train
5759,synthetic,train
11352,synthetic,train
2723,synthetic,train
10857,synthetic,train
3960,synthetic,train
6944,synthetic,train
9436,synthetic,train
12049,synthetic,train
2048,synthetic,train
510,synthetic,train
7964,synthetic,train
6574,synthetic,train
11242,synthetic,train
3905,synthetic,train
2036,synthetic,train
452,synthetic,train
1080,synthetic,train
11812,synthetic,train
8489,synthetic,train
9476,synthetic,train
10571,synthetic,train
9150,synthetic,train
4660,synthetic,train
9375,synthetic,train
5648,synthetic,train
4426,synthetic,train
9689,synthetic,train
11485,synthetic,train
5211,synthetic,train
2947,synthetic,train
4650,synthetic,train
11999,synthetic,train
3648,synthetic,train
5187,synthetic,train
9342,synthetic,train
5812,synthetic,train
2867,synthetic,train
9641,synthetic,train
498,synthetic,train
4275,synthetic,train
11988,synthetic,train
3237,synthetic,train
8485,synthetic,train
11055,synthetic,train
9804,synthetic,train
12145,synthetic,train
5733,synthetic,train
1205,synthetic,train
9685,synthetic,train
9771,synthetic,train
5357,synthetic,train
8949,synthetic,train
6315,synthetic,train
6733,synthetic,train
9228,synthetic,train
8549,synthetic,train
3812,synthetic,train
12221,synthetic,train
3620,synthetic,train
7602,synthetic,train
10903,synthetic,train
5888,synthetic,train
2670,synthetic,train
8011,synthetic,train
6043,synthetic,train
4767,synthetic,train
10397,synthetic,train
4242,synthetic,train
8555,synthetic,train
406,synthetic,train
8471,synthetic,train
7161,synthetic,train
9124,synthetic,train
2554,synthetic,train
8544,synthetic,train
2513,synthetic,train
7438,synthetic,train
3871,synthetic,train
5613,synthetic,train
1996,synthetic,train
8601,synthetic,train
9758,synthetic,train
374,synthetic,train
12209,synthetic,train
6386,synthetic,train
8441,synthetic,train
11626,synthetic,train
10219,synthetic,train
758,synthetic,train
7341,synthetic,train
6819,synthetic,train
6638,synthetic,train
4993,synthetic,train
980,synthetic,train
7841,synthetic,train
4644,synthetic,train
10867,synthetic,train
8497,synthetic,train
5985,synthetic,train
3349,synthetic,train
9469,synthetic,train
9491,synthetic,train
744,synthetic,train
4805,synthetic,train
856,synthetic,train
11158,synthetic,train
8744,synthetic,train
9126,synthetic,train
5424,synthetic,train
11223,synthetic,train
1907,synthetic,train
4850,synthetic,train
7799,synthetic,train
10240,synthetic,train
7075,synthetic,train
2960,synthetic,train
9615,synthetic,train
1960,synthetic,train
10980,synthetic,train
5664,synthetic,train
11599,synthetic,train
3033,synthetic,train
3202,synthetic,train
7228,synthetic,train
6817,synthetic,train
8691,synthetic,train
6479,synthetic,train
2772,synthetic,train
346,synthetic,train
7853,synthetic,train
2568,synthetic,train
2937,synthetic,train
10098,synthetic,train
10074,synthetic,train
10756,synthetic,train
2854,synthetic,train
11632,synthetic,train
9973,synthetic,train
1289,synthetic,train
396,synthetic,train
7232,synthetic,train
1496,synthetic,train
7284,synthetic,train
6500,synthetic,train
8781,synthetic,train
3114,synthetic,train
4669,synthetic,train
7789,synthetic,train
1460,synthetic,train
6381,synthetic,train
4977,synthetic,train
11676,synthetic,train
7816,synthetic,train
9085,synthetic,train
826,synthetic,train
9513,synthetic,train
6193,synthetic,train
5690,synthetic,train
6128,synthetic,train
6556,synthetic,train
4187,synthetic,train
6455,synthetic,train
8719,synthetic,train
9717,synthetic,train
10847,synthetic,train
9067,synthetic,train
9825,synthetic,train
3866,synthetic,train
10946,synthetic,train
10172,synthetic,train
2590,synthetic,train
3775,synthetic,train
2447,synthetic,train
455,synthetic,train
9511,synthetic,train
8456,synthetic,train
5319,synthetic,train
1062,synthetic,train
8022,synthetic,train
5975,synthetic,train
10548,synthetic,train
2928,synthetic,train
8614,synthetic,train
6858,synthetic,train
501,synthetic,train
2328,synthetic,train
9801,synthetic,train
8532,synthetic,train
10754,synthetic,train
904,synthetic,train
11506,synthetic,train
5363,synthetic,train
5720,synthetic,train
7465,synthetic,train
1897,synthetic,train
7812,synthetic,train
380,synthetic,train
6133,synthetic,train
3241,synthetic,train
5329,synthetic,train
3334,synthetic,train
10963,synthetic,train
7556,synthetic,train
3538,synthetic,train
7391,synthetic,train
8263,synthetic,train
2395,synthetic,train
10000,synthetic,train
5230,synthetic,train
9510,synthetic,train
394,synthetic,train
4611,synthetic,train
7641,synthetic,train
7175,synthetic,train
5584,synthetic,train
8663,synthetic,train
11828,synthetic,train
12164,synthetic,train
2819,synthetic,train
8089,synthetic,train
322,synthetic,train
10318,synthetic,train
9811,synthetic,train
12198,synthetic,train
1618,synthetic,train
9050,synthetic,train
8961,synthetic,train
11588,synthetic,train
3957,synthetic,train
2727,synthetic,train
939,synthetic,train
2301,synthetic,train
1001,synthetic,train
5567,synthetic,train
6526,synthetic,train
9186,synthetic,train
3901,synthetic,train
704,synthetic,train
10038,synthetic,train
11428,synthetic,train
3518,synthetic,train
4923,synthetic,train
2133,synthetic,train
5004,synthetic,train
2856,synthetic,train
1977,synthetic,train
3172,synthetic,train
3103,synthetic,train
4287,synthetic,train
5748,synthetic,train
12042,synthetic,train
8284,synthetic,train
8046,synthetic,train
4745,synthetic,train
2816,synthetic,train
11868,synthetic,train
7124,synthetic,train
749,synthetic,train
753,synthetic,train
950,synthetic,train
10343,synthetic,train
4081,synthetic,train
862,synthetic,train
2171,synthetic,train
1274,synthetic,train
8773,synthetic,train
1129,synthetic,train
2253,synthetic,train
2694,synthetic,train
4017,synthetic,train
6907,synthetic,train
10468,synthetic,train
2626,synthetic,train
7870,synthetic,train
5543,synthetic,train
4630,synthetic,train
2946,synthetic,train
1833,synthetic,train
1621,synthetic,train
8898,synthetic,train
1786,synthetic,train
1587,synthetic,train
1889,synthetic,train
11947,synthetic,train
1811,synthetic,train
8849,synthetic,train
11883,synthetic,train
1597,synthetic,train
4161,synthetic,train
3270,synthetic,train
5301,synthetic,train
9041,synthetic,train
5299,synthetic,train
2606,synthetic,train
11393,synthetic,train
5745,synthetic,train
11712,synthetic,train
5954,synthetic,train
5379,synthetic,train
5426,synthetic,train
1394,synthetic,train
4277,synthetic,train
2684,synthetic,train
4398,synthetic,train
1119,synthetic,train
3222,synthetic,train
8349,synthetic,train
9553,synthetic,train
10526,synthetic,train
10431,synthetic,train
1624,synthetic,train
10858,synthetic,train
2039,synthetic,train
8723,synthetic,train
2361,synthetic,train
2078,synthetic,train
629,synthetic,train
5197,synthetic,train
5545,synthetic,train
9986,synthetic,train
7331,synthetic,train
2353,synthetic,train
8077,synthetic,train
2180,synthetic,train
342,synthetic,train
7591,synthetic,train
7564,synthetic,train
1076,synthetic,train
4656,synthetic,train
6384,synthetic,train
4380,synthetic,train
9819,synthetic,train
2073,synthetic,train
1531,synthetic,train
3254,synthetic,train
10218,synthetic,train
6669,synthetic,train
2902,synthetic,train
8819,synthetic,train
2565,synthetic,train
9016,synthetic,train
10312,synthetic,train
4455,synthetic,train
11590,synthetic,train
4109,synthetic,train
12073,synthetic,train
10326,synthetic,train
11745,synthetic,train
3814,synthetic,train
2455,synthetic,train
2860,synthetic,train
6423,synthetic,train
1778,synthetic,train
11977,synthetic,train
6569,synthetic,train
6015,synthetic,train
5893,synthetic,train
11420,synthetic,train
7422,synthetic,train
9332,synthetic,train
9099,synthetic,train
2248,synthetic,train
7997,synthetic,train
777,synthetic,train
6420,synthetic,train
9266,synthetic,train
11146,synthetic,train
9944,synthetic,train
8952,synthetic,train
4716,synthetic,train
3021,synthetic,train
6741,synthetic,train
6171,synthetic,train
11084,synthetic,train
6807,synthetic,train
5115,synthetic,train
7904,synthetic,train
10886,synthetic,train
6618,synthetic,train
2698,synthetic,train
4025,synthetic,train
6692,synthetic,train
8106,synthetic,train
8820,synthetic,train
11018,synthetic,train
6600,synthetic,train
5081,synthetic,train
278,synthetic,train
3820,synthetic,train
4211,synthetic,train
309,synthetic,train
12135,synthetic,train
1147,synthetic,train
6521,synthetic,train
7496,synthetic,train
7249,synthetic,train
6303,synthetic,train
3428,synthetic,train
3209,synthetic,train
1684,synthetic,train
399,synthetic,train
3457,synthetic,train
5391,synthetic,train
372,synthetic,train
8420,synthetic,train
10667,synthetic,train
4819,synthetic,train
4855,synthetic,train
4950,synthetic,train
8211,synthetic,train
3537,synthetic,train
4328,synthetic,train
4668,synthetic,train
8785,synthetic,train
10554,synthetic,train
711,synthetic,train
7522,synthetic,train
3991,synthetic,train
7516,synthetic,train
10993,synthetic,train
5246,synthetic,train
3923,synthetic,train
3023,synthetic,train
9132,synthetic,train
2115,synthetic,train
1259,synthetic,train
649,synthetic,train
6686,synthetic,train
1736,synthetic,train
2500,synthetic,train
11338,synthetic,train
8372,synthetic,train
1252,synthetic,train
7292,synthetic,train
5257,synthetic,train
4182,synthetic,train
3232,synthetic,train
7131,synthetic,train
9330,synthetic,train
5029,synthetic,train
1553,synthetic,train
4433,synthetic,train
2795,synthetic,train
11209,synthetic,train
2167,synthetic,train
10207,synthetic,train
11647,synthetic,train
6293,synthetic,train
7879,synthetic,train
1411,synthetic,train
1827,synthetic,train
3431,synthetic,train
7366,synthetic,train
4420,synthetic,train
4547,synthetic,train
2490,synthetic,train
434,synthetic,train
2163,synthetic,train
9084,synthetic,train
3668,synthetic,train
1798,synthetic,train
2552,synthetic,train
1623,synthetic,train
4617,synthetic,train
5520,synthetic,train
9233,synthetic,train
9381,synthetic,train
940,synthetic,train
9753,synthetic,train
3924,synthetic,train
1921,synthetic,train
768,synthetic,train
426,synthetic,train
10201,synthetic,train
10266,synthetic,train
7625,synthetic,train
2174,synthetic,train
7523,synthetic,train
11819,synthetic,train
11956,synthetic,train
7621,synthetic,train
1364,synthetic,train
9676,synthetic,train
5570,synthetic,train
10586,synthetic,train
6014,synthetic,train
412,synthetic,train
9798,synthetic,train
5939,synthetic,train
11213,synthetic,train
3811,synthetic,train
3982,synthetic,train
4798,synthetic,train
9209,synthetic,train
2251,synthetic,train
10820,synthetic,train
5401,synthetic,train
4071,synthetic,train
10699,synthetic,train
3710,synthetic,train
4851,synthetic,train
7612,synthetic,train
465,synthetic,train
6940,synthetic,train
3009,synthetic,train
2109,synthetic,train
11128,synthetic,train
3500,synthetic,train
9796,synthetic,train
3369,synthetic,train
6194,synthetic,train
6070,synthetic,train
5894,synthetic,train
4567,synthetic,train
3416,synthetic,train
6794,synthetic,train
10680,synthetic,train
11354,synthetic,train
4092,synthetic,train
10706,synthetic,train
5036,synthetic,train
8257,synthetic,train
4536,synthetic,train
8794,synthetic,train
11772,synthetic,train
538,synthetic,train
7031,synthetic,train
7675,synthetic,train
3512,synthetic,train
8841,synthetic,train
11535,synthetic,train
549,synthetic,train
3335,synthetic,train
8946,synthetic,train
8766,synthetic,train
530,synthetic,train
4830,synthetic,train
10783,synthetic,train
6956,synthetic,train
4576,synthetic,train
3440,synthetic,train
1682,synthetic,train
8535,synthetic,train
9741,synthetic,train
4817,synthetic,train
8072,synthetic,train
6557,synthetic,train
9059,synthetic,train
11891,synthetic,train
1392,synthetic,train
6502,synthetic,train
9376,synthetic,train
11494,synthetic,train
7683,synthetic,train
9008,synthetic,train
8914,synthetic,train
5780,synthetic,train
10696,synthetic,train
11910,synthetic,train
4046,synthetic,train
9199,synthetic,train
8605,synthetic,train
2421,synthetic,train
3268,synthetic,train
1365,synthetic,train
9128,synthetic,train
952,synthetic,train
5216,synthetic,train
8567,synthetic,train
4629,synthetic,train
3025,synthetic,train
4189,synthetic,train
9430,synthetic,train
12046,synthetic,train
8038,synthetic,train
888,synthetic,train
2711,synthetic,train
4084,synthetic,train
11024,synthetic,train
4003,synthetic,train
2436,synthetic,train
6949,synthetic,train
3578,synthetic,train
8978,synthetic,train
7692,synthetic,train
3047,synthetic,train
1456,synthetic,train
1936,synthetic,train
4207,synthetic,train
7878,synthetic,train
4704,synthetic,train
5982,synthetic,train
10424,synthetic,train
2629,synthetic,train
5227,synthetic,train
2477,synthetic,train
8408,synthetic,train
3586,synthetic,train
10488,synthetic,train
3843,synthetic,train
11985,synthetic,train
12047,synthetic,train
3879,synthetic,train
6477,synthetic,train
2728,synthetic,train
8537,synthetic,train
11114,synthetic,train
6233,synthetic,train
3927,synthetic,train
5418,synthetic,train
7854,synthetic,train
7236,synthetic,train
3683,synthetic,train
8459,synthetic,train
2669,synthetic,train
3472,synthetic,train
5626,synthetic,train
9200,synthetic,train
6853,synthetic,train
3155,synthetic,train
10753,synthetic,train
11307,synthetic,train
3902,synthetic,train
9116,synthetic,train
10324,synthetic,train
11884,synthetic,train
12194,synthetic,train
12146,synthetic,train
5711,synthetic,train
7420,synthetic,train
8126,synthetic,train
3003,synthetic,train
5218,synthetic,train
6734,synthetic,train
8148,synthetic,train
752,synthetic,train
1376,synthetic,train
5897,synthetic,train
10790,synthetic,train
12102,synthetic,train
9160,synthetic,train
10582,synthetic,train
6849,synthetic,train
11132,synthetic,train
7817,synthetic,train
9862,synthetic,train
5501,synthetic,train
11343,synthetic,train
3043,synthetic,train
9105,synthetic,train
1956,synthetic,train
5945,synthetic,train
2555,synthetic,train
6199,synthetic,train
8023,synthetic,train
3573,synthetic,train
5041,synthetic,train
8610,synthetic,train
9211,synthetic,train
7865,synthetic,train
475,synthetic,train
6967,synthetic,train
10147,synthetic,train
11211,synthetic,train
3743,synthetic,train
7266,synthetic,train
5362,synthetic,train
6859,synthetic,train
4024,synthetic,train
6670,synthetic,train
9367,synthetic,train
285,synthetic,train
7919,synthetic,train
11704,synthetic,train
11296,synthetic,train
10594,synthetic,train
6943,synthetic,train
10129,synthetic,train
9535,synthetic,train
11835,synthetic,train
10198,synthetic,train
1362,synthetic,train
3536,synthetic,train
5605,synthetic,train
11139,synthetic,train
8646,synthetic,train
8982,synthetic,train
12250,synthetic,train
2467,synthetic,train
4812,synthetic,train
4662,synthetic,train
7655,synthetic,train
3978,synthetic,train
1232,synthetic,train
4839,synthetic,train
6776,synthetic,train
979,synthetic,train
6415,synthetic,train
11574,synthetic,train
3063,synthetic,train
2826,synthetic,train
4285,synthetic,train
6458,synthetic,train
8484,synthetic,train
10853,synthetic,train
4323,synthetic,train
3052,synthetic,train
2482,synthetic,train
6078,synthetic,train
4126,synthetic,train
8954,synthetic,train
10649,synthetic,train
3487,synthetic,train
4474,synthetic,train
4183,synthetic,train
9231,synthetic,train
1661,synthetic,train
7963,synthetic,train
5239,synthetic,train
3513,synthetic,train
10607,synthetic,train
2921,synthetic,train
2418,synthetic,train
8838,synthetic,train
8348,synthetic,train
934,synthetic,train
9400,synthetic,train
7271,synthetic,train
9087,synthetic,train
4101,synthetic,train
2075,synthetic,train
